1 filler 21 - 3 aus_Athen - 171
1 filler 21 - 4 die_Prinzessin - 173
1 filler 21 - 5 und - 167
1 filler 21 - 6 den_König - 168
1 filler 21 - 7 verunsichert. - 172
1 filler 41 - 0 Der_Filmproduzent - 173
1 filler 41 - 1 dreht - 188
1 filler 41 - 2 jährlich - 204
1 filler 41 - 3 einen_neuen_Film. - 192
1 filler 27 - 0 Vielleicht - 181
1 filler 27 - 1 hat - 180
1 filler 27 - 2 die_Beifahrerin - 173
1 filler 27 - 3 aus_Cottbus - 149
1 filler 27 - 4 geweint - 175
1 filler 27 - 5 und - 409
1 filler 27 - 6 der_Taxifahrer - 133
1 filler 27 - 7 aus_Hannover - 173
1 filler 27 - 8 sie - 205
1 filler 27 - 9 gesucht. - 260
1 filler 31 - 0 Vielleicht - 173
1 filler 31 - 1 hat - 182
1 filler 31 - 2 die_Freundin - 172
1 filler 31 - 3 aus_Ketzin - 166
1 filler 31 - 4 spioniert - 154
1 filler 31 - 5 und - 174
1 filler 31 - 6 der_Türsteher - 179
1 filler 31 - 7 aus_Bonn - 166
1 filler 31 - 8 sie - 188
1 filler 31 - 9 verraten. - 247
1 filler 16 - 0 Vielleicht - 153
1 filler 16 - 1 haben - 149
1 filler 16 - 2 die_Priesterinnen - 157
1 filler 16 - 3 aus_Kreta - 180
1 filler 16 - 4 den_Helden - 167
1 filler 16 - 5 verletzt. - 192
1 filler 51 - 0 Seit - 172
1 filler 51 - 1 der_Trennung - 173
1 filler 51 - 2 liebt - 180
1 filler 51 - 3 der_Charmeur - 180
1 filler 51 - 4 das_Leben. - 172
1 filler 40 - 0 Der_Nachhilfelehrer - 172
1 filler 40 - 1 erklärt - 158
1 filler 40 - 2 verständlich - 155
1 filler 40 - 3 die_Hausaufgaben. - 165
1 filler 43 - 0 Der_Milchmann - 157
1 filler 43 - 1 liefert - 165
1 filler 43 - 2 jeden_Tag - 165
1 filler 43 - 3 pünktlich - 177
1 filler 43 - 4 die_Milch - 188
1 filler 43 - 5 vor - 197
1 filler 43 - 6 die_Haustür. - 182
1 filler 32 - 0 Vielleicht - 188
1 filler 32 - 1 hat - 161
1 filler 32 - 2 die_Putzfrau - 150
1 filler 32 - 3 aus_Erfurt_geputzt - 146
1 filler 32 - 4 und - 156
1 filler 32 - 5 der_Hauswart - 181
1 filler 32 - 6 aus_Mönchengladbach - 191
1 filler 32 - 7 sie - 179
1 filler 32 - 8 angeschrieen. - 186
1 filler 3 - 0 Vielleicht - 214
1 filler 3 - 1 haben - 182
1 filler 3 - 2 die_Zahnärztin - 179
1 filler 3 - 3 aus_Bonn - 177
1 filler 3 - 4 die_Patienten - 183
1 filler 3 - 5 verklagt. - 162
