subject	segment	cloze	lab	item	n400
edin19	32	0	edin	139	19.11
edin19	33	53	edin	122	15.14
edin19	34	77	edin	121	2.79
edin19	35	0	edin	135	19.92
edin19	36	97	edin	134	-6.68
edin19	37	3	edin	123	1.58
edin19	38	87	edin	126	10.41
edin19	39	53	edin	133	25.31
edin19	40	90	edin	130	5.30
edin19	41	13	edin	147	8.48
edin19	42	67	edin	145	5.29
edin19	43	93	edin	153	12.21
edin19	44	100	edin	141	9.96
edin19	45	69	edin	157	24.42
edin19	46	60	edin	155	3.54
edin19	47	63	edin	146	14.13
edin19	48	0	edin	152	8.40
edin19	49	40	edin	149	5.72
edin19	50	37	edin	142	9.12
edin19	51	40	edin	143	16.80
edin19	52	73	edin	158	15.52
edin19	53	0	edin	156	2.44
edin19	54	3	edin	151	-6.68
edin19	55	77	edin	154	-14.90
edin19	56	7	edin	159	-1.26
edin19	57	47	edin	144	10.09
edin19	58	0	edin	148	-11.33
edin19	59	27	edin	160	13.76
edin19	60	37	edin	150	20.99
edin19	61	77	edin	164	12.46
edin19	62	100	edin	177	6.46
edin19	63	80	edin	173	8.64
edin19	64	0	edin	171	17.00
edin19	65	70	edin	162	-18.35
edin19	66	0	edin	179	13.50
edin19	67	34	edin	161	4.59
edin19	68	0	edin	175	-8.22
edin19	69	0	edin	167	-0.25
edin19	70	93	edin	165	7.08
edin19	71	57	edin	170	-0.70
edin19	72	0	edin	163	6.67
edin19	73	0	edin	180	12.84
edin19	74	93	edin	169	5.94
edin19	75	97	edin	178	5.68
edin19	76	10	edin	168	13.79
edin19	77	0	edin	172	-8.68
edin19	78	0	edin	176	-0.09
edin19	79	93	edin	174	8.57
edin19	80	23	edin	166	0.25
edin2	1	0	edin	118	-8.98
edin2	2	3	edin	109	0.51
edin2	3	0	edin	117	1.61
edin2	4	100	edin	103	14.98
edin2	5	3	edin	110	8.21
edin2	6	100	edin	112	-3.77
edin2	7	0	edin	106	-12.21
edin2	8	90	edin	120	2.41
edin2	9	93	edin	116	6.55
edin2	10	0	edin	105	-11.72
edin2	11	3	edin	102	13.30
edin2	12	0	edin	113	-0.76
edin2	13	87	edin	111	6.52
edin2	14	93	edin	104	13.32
edin2	15	90	edin	115	10.09
edin2	16	0	edin	114	12.80
edin2	17	0	edin	101	3.47
edin2	18	100	edin	119	18.77
edin2	19	97	edin	108	-4.25
edin2	20	80	edin	107	7.25
edin2	21	0	edin	138	-12.45
edin2	22	93	edin	123	5.14
edin2	23	97	edin	127	-3.66
edin2	24	0	edin	130	-0.33
edin2	25	93	edin	140	-4.94
edin2	26	17	edin	122	2.81
edin2	27	97	edin	139	-2.92
edin2	28	77	edin	131	-9.87
edin2	29	0	edin	137	13.69
edin2	30	97	edin	135	6.58
edin2	31	30	edin	134	-6.46
edin2	32	0	edin	126	-1.37
edin2	33	90	edin	129	-12.27
edin2	34	93	edin	124	19.20
edin2	35	77	edin	136	-5.07
edin2	36	3	edin	121	-2.41
edin2	37	27	edin	128	7.33
edin2	38	0	edin	133	-0.89
edin2	39	0	edin	125	14.45
edin2	40	80	edin	132	6.81
edin2	41	0	edin	157	4.49
edin2	42	7	edin	141	11.84
edin2	43	93	edin	155	-0.18
edin2	44	20	edin	146	-16.76
edin2	45	87	edin	152	-7.97
edin2	46	17	edin	145	-1.35
edin2	47	90	edin	151	10.55
edin2	48	13	edin	142	23.51
edin2	49	93	edin	143	-1.47
edin2	50	87	edin	148	-11.76
edin2	51	30	edin	154	-6.68
edin2	52	93	edin	156	-1.13
edin2	53	7	edin	153	11.91
edin2	54	50	edin	164	4.02
edin2	55	93	edin	177	14.79
edin2	56	90	edin	172	-5.00
edin2	57	83	edin	163	26.20
edin2	58	90	edin	176	15.40
edin2	59	97	edin	179	7.41
edin2	60	7	edin	173	11.48
edin2	61	83	edin	178	-6.01
edin2	62	90	edin	171	2.39
edin2	63	7	edin	165	23.71
edin2	64	0	edin	161	25.26
edin2	65	0	edin	162	0.81
edin2	66	27	edin	168	-9.77
edin2	67	7	edin	166	-7.25
edin2	68	87	edin	167	12.56
edin2	69	3	edin	170	18.10
edin2	70	60	edin	175	16.04
edin2	71	0	edin	174	3.66
edin2	72	0	edin	169	-18.15
edin2	73	97	edin	180	8.58
edin20	1	80	edin	110	-7.50
edin20	2	0	edin	120	17.82
edin20	3	97	edin	113	15.26
edin20	4	87	edin	118	2.55
edin20	5	0	edin	119	-3.10
edin20	6	93	edin	105	28.30
edin20	7	7	edin	111	11.18
edin20	8	97	edin	101	3.26
edin20	9	20	edin	104	13.15
edin20	10	7	edin	103	3.66
edin20	11	34	edin	108	6.29
edin20	12	13	edin	112	0.89
edin20	13	0	edin	116	9.08
edin20	14	100	edin	106	19.84
edin20	15	0	edin	107	9.72
edin20	16	62	edin	117	-18.88
edin20	17	100	edin	102	5.33
edin20	18	90	edin	114	2.72
edin20	19	93	edin	109	13.99
edin20	20	0	edin	115	-10.37
edin20	21	90	edin	129	7.68
edin20	22	0	edin	127	-5.81
edin20	23	67	edin	128	10.64
edin20	24	87	edin	126	8.01
edin20	25	3	edin	132	12.88
edin20	26	0	edin	135	16.36
edin20	27	0	edin	140	-1.86
edin20	28	93	edin	138	-2.78
edin20	29	53	edin	122	10.14
edin20	30	97	edin	125	3.14
edin20	31	0	edin	131	13.57
edin20	32	53	edin	133	9.54
edin20	33	90	edin	130	12.70
edin20	34	97	edin	134	14.97
edin20	35	3	edin	123	-0.51
edin20	36	40	edin	124	5.63
edin20	37	0	edin	139	7.88
edin20	38	77	edin	121	6.90
edin20	39	7	edin	136	11.39
edin20	40	80	edin	137	16.71
edin20	41	13	edin	147	-3.58
edin20	42	7	edin	159	-31.59
edin20	43	40	edin	143	-2.95
edin20	44	93	edin	153	3.81
edin20	45	40	edin	149	-17.87
edin20	46	77	edin	154	-20.04
edin20	47	37	edin	142	2.47
edin20	48	73	edin	158	18.30
edin20	49	47	edin	144	-13.15
edin20	50	60	edin	155	8.68
edin20	51	0	edin	152	9.16
edin20	52	37	edin	150	-1.79
edin20	53	3	edin	151	12.21
edin20	54	0	edin	148	8.19
edin20	55	0	edin	156	18.18
edin20	56	100	edin	141	12.21
edin20	57	69	edin	157	-13.32
edin20	58	27	edin	160	-5.06
edin20	59	67	edin	145	-2.17
edin20	60	63	edin	146	-5.16
edin20	61	0	edin	179	12.83
edin20	62	77	edin	164	7.87
edin20	63	80	edin	173	-14.59
edin20	64	0	edin	171	-12.28
edin20	65	0	edin	172	-6.03
edin20	66	70	edin	162	-4.69
edin20	67	57	edin	170	-20.12
edin20	68	0	edin	180	-5.24
edin20	69	93	edin	169	5.46
edin20	70	100	edin	177	-8.02
edin20	71	23	edin	166	5.03
edin20	72	0	edin	167	-10.89
edin20	73	0	edin	176	4.40
edin20	74	34	edin	161	12.89
edin20	75	10	edin	168	-15.56
edin20	76	0	edin	163	-7.42
edin20	77	0	edin	175	-13.54
edin20	78	93	edin	165	-1.17
edin20	79	93	edin	174	7.38
edin20	80	97	edin	178	14.69
edin21	1	0	edin	101	-7.12
edin21	2	0	edin	105	5.17
edin21	3	90	edin	115	17.21
edin21	4	100	edin	103	-5.12
edin21	5	0	edin	117	-9.32
edin21	6	100	edin	119	-5.28
edin21	7	87	edin	111	-2.49
edin21	8	0	edin	113	-2.12
edin21	9	93	edin	116	-2.21
edin21	10	80	edin	107	-8.58
edin21	11	93	edin	104	-4.56
edin21	12	0	edin	106	-6.14
edin21	13	100	edin	112	-4.21
edin21	14	0	edin	114	3.51
edin21	15	3	edin	110	4.43
edin21	16	90	edin	120	1.39
edin21	17	97	edin	108	-12.00
edin21	18	3	edin	102	-18.94
edin21	19	0	edin	118	-28.29
edin21	20	30	edin	134	-9.50
edin21	21	93	edin	140	4.99
edin21	22	80	edin	132	-19.06
edin21	23	27	edin	128	12.23
edin21	24	97	edin	127	-10.82
edin21	25	93	edin	123	-1.89
edin21	26	0	edin	125	-5.29
edin21	27	0	edin	130	6.53
edin21	28	93	edin	124	5.58
edin21	29	17	edin	122	13.61
edin21	30	90	edin	129	-2.59
edin21	31	0	edin	138	-0.25
edin21	32	97	edin	135	-1.57
edin21	33	77	edin	131	-3.38
edin21	34	0	edin	133	4.30
edin21	35	77	edin	136	8.65
edin21	36	97	edin	139	-1.18
edin21	37	0	edin	126	3.93
edin21	38	0	edin	137	-6.97
edin21	39	3	edin	121	4.39
edin21	40	20	edin	146	4.36
edin21	41	100	edin	147	-5.96
edin21	42	3	edin	150	15.81
edin21	43	0	edin	157	-2.71
edin21	44	50	edin	149	0.60
edin21	45	0	edin	158	18.00
edin21	46	93	edin	155	-19.66
edin21	47	90	edin	144	1.30
edin21	48	93	edin	143	-30.94
edin21	49	7	edin	141	0.95
edin21	50	87	edin	148	2.55
edin21	51	73	edin	159	-5.82
edin21	52	7	edin	153	-14.93
edin21	53	90	edin	151	-1.53
edin21	54	30	edin	154	17.75
edin21	55	93	edin	156	3.19
edin21	56	13	edin	142	10.91
edin21	57	87	edin	152	27.74
edin21	58	90	edin	160	-14.70
edin21	59	17	edin	145	18.00
edin21	60	27	edin	168	-8.95
edin21	61	0	edin	174	-4.62
edin21	62	93	edin	177	7.10
edin21	63	7	edin	166	-3.58
edin21	64	90	edin	172	-4.11
edin21	65	90	edin	176	11.39
edin21	66	3	edin	170	1.33
edin21	67	60	edin	175	10.54
edin21	68	7	edin	165	4.96
edin21	69	87	edin	167	-4.62
edin21	70	7	edin	173	-2.20
edin21	71	50	edin	164	-0.27
edin21	72	97	edin	179	0.59
edin21	73	83	edin	178	-5.94
edin21	74	0	edin	162	2.00
edin21	75	83	edin	163	4.33
edin21	76	97	edin	180	3.70
edin21	77	90	edin	171	1.56
edin21	78	0	edin	161	9.00
edin21	79	0	edin	169	-10.80
edin23	1	7	edin	111	52.43
edin23	2	0	edin	107	-17.66
edin23	3	100	edin	102	7.91
edin23	4	90	edin	114	7.88
edin23	5	62	edin	117	-10.05
edin23	6	0	edin	120	12.81
edin23	7	93	edin	105	10.27
edin23	8	7	edin	103	-38.89
edin23	9	34	edin	108	21.28
edin23	10	87	edin	118	-7.67
edin23	11	0	edin	116	1.35
edin23	12	97	edin	101	-9.44
edin23	13	97	edin	113	10.02
edin23	14	20	edin	104	-18.07
edin23	15	0	edin	115	11.92
edin23	16	100	edin	106	-5.15
edin23	17	93	edin	109	16.68
edin23	18	0	edin	119	-1.08
edin23	19	13	edin	112	-6.97
edin23	20	80	edin	110	-8.31
edin23	21	90	edin	129	4.82
edin23	22	53	edin	133	-13.84
edin23	23	93	edin	138	6.05
edin23	24	77	edin	121	28.15
edin23	25	7	edin	136	4.98
edin23	26	0	edin	140	11.85
edin23	27	0	edin	139	-2.73
edin23	28	40	edin	124	-1.59
edin23	29	67	edin	128	19.34
edin23	30	80	edin	137	7.17
edin23	31	97	edin	134	7.07
edin23	32	0	edin	131	2.84
edin23	33	53	edin	122	-1.83
edin23	34	0	edin	135	8.00
edin23	35	97	edin	125	1.88
edin23	36	87	edin	126	7.80
edin23	37	0	edin	127	12.94
edin23	38	3	edin	123	1.84
edin23	39	3	edin	132	-16.64
edin23	40	0	edin	148	1.92
edin23	41	73	edin	158	-14.29
edin23	42	47	edin	144	1.66
edin23	43	60	edin	155	4.74
edin23	44	93	edin	153	-19.71
edin23	45	63	edin	146	14.29
edin23	46	100	edin	141	9.67
edin23	47	3	edin	151	-30.29
edin23	48	37	edin	150	0.87
edin23	49	69	edin	157	6.19
edin23	50	0	edin	152	10.50
edin23	51	13	edin	147	-6.29
edin23	52	7	edin	159	4.96
edin23	53	27	edin	160	18.35
edin23	54	40	edin	149	-6.16
edin23	55	67	edin	145	18.21
edin23	56	0	edin	156	42.53
edin23	57	0	edin	172	-1.02
edin23	58	0	edin	163	-2.89
edin23	59	57	edin	170	47.96
edin23	60	93	edin	174	17.70
edin23	61	0	edin	171	5.88
edin23	62	23	edin	166	18.85
edin23	63	34	edin	161	8.58
edin23	64	0	edin	180	-22.00
edin23	65	77	edin	164	4.00
edin23	66	0	edin	176	-26.31
edin23	67	93	edin	169	-11.42
edin23	68	100	edin	177	2.97
edin23	69	80	edin	173	7.74
edin23	70	0	edin	167	1.20
edin23	71	97	edin	178	-5.39
edin23	72	70	edin	162	-1.52
edin23	73	0	edin	179	4.58
edin23	74	10	edin	168	-31.62
edin23	75	93	edin	165	21.54
edin23	76	0	edin	175	-3.22
edin24	1	7	edin	103	-15.01
edin24	2	80	edin	110	2.86
edin24	3	62	edin	117	21.71
edin24	4	93	edin	105	-26.17
edin24	5	90	edin	114	15.87
edin24	6	97	edin	101	-1.10
edin24	7	13	edin	112	-16.64
edin24	8	100	edin	106	9.32
edin24	9	87	edin	118	-5.28
edin24	10	0	edin	120	33.49
edin24	11	0	edin	107	-2.56
edin24	12	93	edin	109	8.77
edin24	13	0	edin	116	-7.76
edin24	14	7	edin	111	8.01
edin24	15	0	edin	119	6.03
edin24	16	20	edin	104	17.09
edin24	17	97	edin	113	-10.73
edin24	18	0	edin	115	-6.75
edin24	19	97	edin	125	-12.23
edin24	20	0	edin	140	-8.96
edin24	21	0	edin	131	-8.62
edin24	22	77	edin	121	-1.35
edin24	23	67	edin	128	-2.34
edin24	24	90	edin	130	0.60
edin24	25	7	edin	136	-25.51
edin24	26	40	edin	124	12.52
edin24	27	90	edin	129	-3.21
edin24	28	0	edin	139	-8.94
edin24	29	3	edin	132	1.59
edin24	30	87	edin	126	4.36
edin24	31	93	edin	138	-30.58
edin24	32	53	edin	133	7.35
edin24	33	0	edin	135	14.74
edin24	34	3	edin	123	5.14
edin24	35	80	edin	137	-14.40
edin24	36	53	edin	122	-14.52
edin24	37	97	edin	134	-4.08
edin24	38	0	edin	148	-7.61
edin24	39	73	edin	158	0.45
edin24	40	37	edin	142	15.79
edin24	41	60	edin	155	5.60
edin24	42	0	edin	156	-7.87
edin24	43	37	edin	150	2.11
edin24	44	27	edin	160	7.12
edin24	45	67	edin	145	3.90
edin24	46	63	edin	146	-12.40
edin24	47	93	edin	153	4.68
edin24	48	3	edin	151	11.48
edin24	49	40	edin	149	5.85
edin24	50	100	edin	141	4.37
edin24	51	47	edin	144	0.68
edin24	52	69	edin	157	2.06
edin24	53	13	edin	147	10.94
edin24	54	7	edin	159	15.28
edin24	55	40	edin	143	7.50
edin24	56	0	edin	179	-5.66
edin24	57	57	edin	170	2.46
edin24	58	93	edin	165	7.62
edin24	59	0	edin	175	2.11
edin24	60	0	edin	163	-6.56
edin24	61	77	edin	164	4.07
edin24	62	34	edin	161	-4.78
edin24	63	0	edin	171	-18.04
edin24	64	93	edin	174	-7.99
edin24	65	10	edin	168	9.99
edin24	66	70	edin	162	-8.91
edin24	67	97	edin	178	8.42
edin24	68	80	edin	173	7.74
edin24	69	93	edin	169	-10.15
edin24	70	0	edin	172	0.49
edin24	71	23	edin	166	-1.21
edin24	72	0	edin	180	-3.60
edin24	73	0	edin	167	6.04
edin24	74	100	edin	177	-2.54
edin25	1	0	edin	101	1.46
edin25	2	93	edin	104	15.32
edin25	3	0	edin	118	14.56
edin25	4	3	edin	102	-1.98
edin25	5	0	edin	106	21.03
edin25	6	100	edin	103	21.40
edin25	7	100	edin	119	12.35
edin25	8	0	edin	117	-3.44
edin25	9	90	edin	120	7.84
edin25	10	87	edin	111	18.72
edin25	11	93	edin	116	-4.50
edin25	12	90	edin	115	14.25
edin25	13	3	edin	109	2.30
edin25	14	0	edin	105	4.16
edin25	15	77	edin	136	-13.52
edin25	16	0	edin	138	-22.44
edin25	17	93	edin	123	6.26
edin25	18	30	edin	134	7.73
edin25	19	27	edin	128	24.66
edin25	20	0	edin	125	10.70
edin25	21	80	edin	132	17.09
edin25	22	93	edin	140	13.34
edin25	23	0	edin	130	11.46
edin25	24	97	edin	135	-4.13
edin25	25	90	edin	129	16.85
edin25	26	0	edin	133	-3.85
edin25	27	0	edin	126	11.84
edin25	28	93	edin	124	0.65
edin25	29	97	edin	139	20.42
edin25	30	77	edin	131	20.57
edin25	31	90	edin	151	-16.46
edin25	32	93	edin	155	11.01
edin25	33	0	edin	158	4.35
edin25	34	90	edin	160	20.33
edin25	35	90	edin	144	1.02
edin25	36	50	edin	149	4.31
edin25	37	87	edin	152	2.24
edin25	38	73	edin	159	9.12
edin25	39	7	edin	153	3.70
edin25	40	7	edin	141	18.33
edin25	41	20	edin	146	1.54
edin25	42	93	edin	143	11.23
edin25	43	13	edin	142	-16.33
edin25	44	100	edin	147	12.69
edin25	45	93	edin	156	-5.89
edin25	46	87	edin	148	1.73
edin25	47	3	edin	150	18.65
edin25	48	17	edin	145	27.69
edin25	49	7	edin	173	2.30
edin25	50	7	edin	166	5.39
edin25	51	0	edin	169	8.50
edin25	52	0	edin	161	-8.87
edin25	53	60	edin	175	20.90
edin25	54	93	edin	177	15.04
edin25	55	27	edin	168	8.44
edin25	56	83	edin	163	3.44
edin25	57	83	edin	178	2.02
edin25	58	90	edin	171	9.89
edin25	59	97	edin	180	5.75
edin25	60	97	edin	179	-4.57
edin25	61	0	edin	162	5.16
edin25	62	7	edin	165	19.79
edin25	63	90	edin	172	12.26
edin25	64	3	edin	170	-8.36
edin25	65	0	edin	174	1.33
edin25	66	87	edin	167	-14.17
edin25	67	50	edin	164	2.40
edin26	1	100	edin	112	-4.77
edin26	2	0	edin	106	10.40
edin26	3	90	edin	115	0.08
edin26	4	0	edin	118	-16.46
edin26	5	90	edin	120	-9.43
edin26	6	93	edin	104	18.14
edin26	7	3	edin	110	9.87
edin26	8	0	edin	113	18.53
edin26	9	0	edin	114	-4.52
edin26	10	0	edin	105	-25.29
edin26	11	93	edin	116	13.54
edin26	12	97	edin	108	24.90
edin26	13	0	edin	101	-11.66
edin26	14	3	edin	109	-20.81
edin26	15	100	edin	103	13.81
edin26	16	0	edin	117	-1.05
edin26	17	80	edin	107	-24.41
edin26	18	3	edin	102	3.90
edin26	19	17	edin	122	12.02
edin26	20	90	edin	129	-15.53
edin26	21	3	edin	121	0.63
edin26	22	93	edin	140	15.00
edin26	23	0	edin	126	0.93
edin26	24	93	edin	123	-11.39
edin26	25	0	edin	130	1.71
edin26	26	93	edin	124	1.39
edin26	27	0	edin	138	-4.51
edin26	28	97	edin	139	1.87
edin26	29	27	edin	128	16.01
edin26	30	0	edin	133	22.32
edin26	31	80	edin	132	12.53
edin26	32	77	edin	131	-18.22
edin26	33	0	edin	158	-3.95
edin26	34	17	edin	145	1.44
edin26	35	3	edin	150	12.69
edin26	36	0	edin	157	12.95
edin26	37	7	edin	141	-16.41
edin26	38	93	edin	143	1.11
edin26	39	93	edin	156	29.30
edin26	40	90	edin	144	18.03
edin26	41	7	edin	153	-7.93
edin26	42	13	edin	142	17.61
edin26	43	90	edin	160	7.58
edin26	44	87	edin	152	1.47
edin26	45	73	edin	159	-3.11
edin26	46	50	edin	149	-20.92
edin26	47	20	edin	146	19.84
edin26	48	100	edin	147	0.80
edin26	49	93	edin	155	-12.65
edin26	50	7	edin	173	4.45
edin26	51	93	edin	177	0.49
edin26	52	90	edin	176	-3.36
edin26	53	3	edin	170	-15.89
edin26	54	0	edin	162	-17.18
edin26	55	27	edin	168	-2.79
edin26	56	60	edin	175	-1.67
edin26	57	0	edin	161	0.80
edin26	58	0	edin	174	1.36
edin26	59	83	edin	178	12.43
edin26	60	90	edin	172	4.29
edin26	61	0	edin	169	0.88
edin26	62	90	edin	171	6.81
edin26	63	50	edin	164	-5.49
edin26	64	97	edin	180	4.54
edin26	65	83	edin	163	8.77
edin26	66	97	edin	179	-7.24
edin26	67	7	edin	165	4.76
edin26	68	7	edin	166	8.87
edin27	1	20	edin	104	-6.60
edin27	2	0	edin	116	9.83
edin27	3	7	edin	111	21.82
edin27	4	34	edin	108	10.24
edin27	5	80	edin	110	6.75
edin27	6	0	edin	120	7.49
edin27	7	93	edin	109	25.44
edin27	8	0	edin	115	12.58
edin27	9	97	edin	113	22.75
edin27	10	0	edin	119	19.14
edin27	11	0	edin	107	4.85
edin27	12	100	edin	106	15.34
edin27	13	7	edin	103	20.43
edin27	14	62	edin	117	3.69
edin27	15	93	edin	105	-5.31
edin27	16	100	edin	102	-4.98
edin27	17	87	edin	118	0.52
edin27	18	90	edin	114	7.62
edin27	19	13	edin	112	18.87
edin27	20	87	edin	126	8.67
edin27	21	53	edin	133	4.99
edin27	22	0	edin	135	7.07
edin27	23	90	edin	129	-10.75
edin27	24	67	edin	128	12.45
edin27	25	0	edin	131	5.53
edin27	26	90	edin	130	17.71
edin27	27	40	edin	124	23.34
edin27	28	0	edin	140	3.86
edin27	29	97	edin	134	15.31
edin27	30	3	edin	132	-5.54
edin27	31	3	edin	123	-16.75
edin27	32	7	edin	136	14.84
edin27	33	77	edin	121	7.60
edin27	34	80	edin	137	-1.17
edin27	35	0	edin	127	4.17
edin27	36	97	edin	125	14.72
edin27	37	0	edin	139	8.39
edin27	38	53	edin	122	15.37
edin27	39	93	edin	138	6.87
edin27	40	37	edin	150	24.31
edin27	41	7	edin	159	-22.78
edin27	42	27	edin	160	6.42
edin27	43	73	edin	158	0.80
edin27	44	13	edin	147	1.08
edin27	45	77	edin	154	28.08
edin27	46	37	edin	142	30.31
edin27	47	60	edin	155	-1.26
edin27	48	67	edin	145	-7.00
edin27	49	40	edin	149	19.19
edin27	50	93	edin	153	-10.19
edin27	51	0	edin	148	11.91
edin27	52	69	edin	157	4.48
edin27	53	0	edin	152	-5.43
edin27	54	63	edin	146	8.12
edin27	55	47	edin	144	10.70
edin27	56	0	edin	156	10.86
edin27	57	100	edin	141	0.80
edin27	58	3	edin	151	12.23
edin27	59	40	edin	143	1.12
edin27	60	0	edin	172	1.56
edin27	61	97	edin	178	5.70
edin27	62	77	edin	164	5.82
edin27	63	0	edin	180	-4.17
edin27	64	0	edin	171	7.53
edin27	65	0	edin	176	4.89
edin27	66	80	edin	173	12.54
edin27	67	0	edin	167	3.41
edin27	68	0	edin	175	15.65
edin27	69	23	edin	166	8.15
edin27	70	93	edin	174	8.88
edin27	71	10	edin	168	0.43
edin27	72	100	edin	177	22.19
edin27	73	70	edin	162	14.98
edin27	74	57	edin	170	-9.65
edin27	75	93	edin	169	25.10
edin27	76	93	edin	165	12.13
edin27	77	0	edin	179	8.08
edin27	78	0	edin	163	-3.29
edin27	79	34	edin	161	20.10
edin28	1	93	edin	105	15.38
edin28	2	90	edin	114	19.31
edin28	3	20	edin	104	26.00
edin28	4	62	edin	117	9.99
edin28	5	80	edin	110	-14.20
edin28	6	93	edin	109	7.37
edin28	7	0	edin	119	-5.96
edin28	8	0	edin	107	0.98
edin28	9	0	edin	120	-5.70
edin28	10	97	edin	101	5.58
edin28	11	87	edin	118	0.27
edin28	12	0	edin	115	20.55
edin28	13	100	edin	106	-2.69
edin28	14	0	edin	116	31.29
edin28	15	97	edin	113	32.55
edin28	16	13	edin	112	-11.69
edin28	17	7	edin	111	14.44
edin28	18	100	edin	102	12.73
edin28	19	7	edin	103	22.39
edin28	20	53	edin	133	4.80
edin28	21	3	edin	123	-4.20
edin28	22	0	edin	139	-15.59
edin28	23	93	edin	138	0.65
edin28	24	7	edin	136	0.45
edin28	25	40	edin	124	10.86
edin28	26	0	edin	131	23.78
edin28	27	80	edin	137	13.97
edin28	28	67	edin	128	4.00
edin28	29	90	edin	130	16.63
edin28	30	0	edin	135	24.49
edin28	31	53	edin	122	22.51
edin28	32	90	edin	129	4.39
edin28	33	87	edin	126	0.29
edin28	34	97	edin	134	2.67
edin28	35	97	edin	125	6.84
edin28	36	77	edin	121	25.07
edin28	37	0	edin	140	-21.41
edin28	38	3	edin	132	5.22
edin28	39	0	edin	127	3.50
edin28	40	47	edin	144	-4.18
edin28	41	100	edin	141	3.63
edin28	42	93	edin	153	2.77
edin28	43	7	edin	159	28.61
edin28	44	60	edin	155	9.33
edin28	45	63	edin	146	26.34
edin28	46	37	edin	150	-10.16
edin28	47	0	edin	152	13.68
edin28	48	40	edin	143	14.54
edin28	49	3	edin	151	3.21
edin28	50	0	edin	148	-13.22
edin28	51	69	edin	157	-1.84
edin28	52	40	edin	149	12.97
edin28	53	73	edin	158	1.94
edin28	54	37	edin	142	2.01
edin28	55	13	edin	147	14.10
edin28	56	0	edin	156	42.72
edin28	57	67	edin	145	-11.49
edin28	58	27	edin	160	22.96
edin28	59	0	edin	176	3.89
edin28	60	93	edin	165	-8.04
edin28	61	0	edin	175	5.04
edin28	62	100	edin	177	-22.85
edin28	63	0	edin	172	17.32
edin28	64	77	edin	164	11.04
edin28	65	97	edin	178	8.68
edin28	66	0	edin	167	-6.22
edin28	67	23	edin	166	13.12
edin28	68	57	edin	170	16.02
edin28	69	93	edin	169	8.10
edin28	70	80	edin	173	-32.63
edin28	71	0	edin	179	-5.15
edin28	72	70	edin	162	10.41
edin28	73	10	edin	168	-14.25
edin28	74	93	edin	174	7.10
edin28	75	0	edin	163	4.42
edin28	76	0	edin	180	4.68
edin28	77	0	edin	171	-1.61
edin28	78	34	edin	161	14.96
edin3	1	93	edin	105	9.79
edin3	2	0	edin	115	5.96
edin3	3	97	edin	101	3.39
edin3	4	20	edin	104	10.44
edin3	5	0	edin	116	-1.02
edin3	6	100	edin	106	11.05
edin3	7	97	edin	113	16.36
edin3	8	62	edin	117	13.34
edin3	9	0	edin	120	-1.55
edin3	10	7	edin	111	9.80
edin3	11	90	edin	114	18.42
edin3	12	93	edin	109	-7.59
edin3	13	7	edin	103	-6.11
edin3	14	87	edin	118	12.18
edin3	15	34	edin	108	9.67
edin3	16	0	edin	119	-1.38
edin3	17	13	edin	112	13.20
edin3	18	80	edin	110	14.78
edin3	19	0	edin	131	4.58
edin3	20	90	edin	130	2.06
edin3	21	40	edin	124	-7.73
edin3	22	7	edin	136	12.68
edin3	23	90	edin	129	14.33
edin3	24	77	edin	121	9.38
edin3	25	3	edin	132	-0.50
edin3	26	53	edin	122	-18.17
edin3	27	87	edin	126	6.08
edin3	28	0	edin	135	-14.11
edin3	29	67	edin	128	2.77
edin3	30	0	edin	140	-5.94
edin3	31	0	edin	127	-10.25
edin3	32	93	edin	138	-20.98
edin3	33	97	edin	134	12.05
edin3	34	97	edin	125	-9.14
edin3	35	53	edin	133	-12.92
edin3	36	80	edin	137	-8.11
edin3	37	3	edin	123	-13.87
edin3	38	47	edin	144	-20.26
edin3	39	37	edin	150	15.30
edin3	40	40	edin	143	-1.65
edin3	41	77	edin	154	-1.12
edin3	42	7	edin	159	1.69
edin3	43	27	edin	160	-7.99
edin3	44	63	edin	146	-1.80
edin3	45	37	edin	142	9.62
edin3	46	93	edin	153	2.54
edin3	47	3	edin	151	-0.72
edin3	48	73	edin	158	18.30
edin3	49	60	edin	155	-13.44
edin3	50	67	edin	145	1.97
edin3	51	40	edin	149	28.88
edin3	52	13	edin	147	1.77
edin3	53	0	edin	148	3.83
edin3	54	100	edin	141	6.73
edin3	55	69	edin	157	17.14
edin3	56	0	edin	156	-1.05
edin3	57	0	edin	152	-15.14
edin3	58	93	edin	165	13.01
edin3	59	93	edin	174	2.06
edin3	60	0	edin	179	3.85
edin3	61	34	edin	161	6.55
edin3	62	93	edin	169	13.34
edin3	63	0	edin	163	5.63
edin3	64	0	edin	172	2.43
edin3	65	97	edin	178	4.52
edin3	66	23	edin	166	-37.36
edin3	67	77	edin	164	15.23
edin3	68	70	edin	162	-11.19
edin3	69	10	edin	168	-9.51
edin3	70	80	edin	173	8.09
edin3	71	0	edin	175	-9.85
edin3	72	0	edin	180	-8.05
edin3	73	0	edin	176	19.98
edin3	74	57	edin	170	-3.59
edin30	1	0	edin	101	15.66
edin30	2	93	edin	104	8.85
edin30	3	93	edin	116	12.55
edin30	4	100	edin	103	-8.89
edin30	5	0	edin	118	-15.11
edin30	6	80	edin	107	-5.83
edin30	7	0	edin	114	10.13
edin30	8	0	edin	113	-2.75
