subject,item,condition,word_position,region_position,rawRT,residRT,qcorrect,experiment
19,4,subjgap,15,6,268,-81.83,1,tedrg7
19,4,subjgap,16,6,377,22.36,1,tedrg7
19,4,subjgap,17,6,365,-13.71,1,tedrg7
19,4,subjgap,18,6,757,373.48,1,tedrg7
19,5,objgap,1,1,321,-33.64,1,tedrg1
19,5,objgap,2,1,335,-29.27,1,tedrg1
19,5,objgap,3,2,291,-63.64,1,tedrg2
19,5,objgap,4,3,283,-71.64,1,tedrg2
19,5,objgap,5,3,729,359.92,1,tedrg2
19,5,objgap,6,3,1115,755.54,1,tedrg3
19,5,objgap,7,4,539,189.17,1,tedrg3
19,5,objgap,8,4,597,242.36,1,tedrg4
19,5,objgap,9,4,310,-68.71,1,tedrg4
19,5,objgap,11,5,1493,1138.36,1,tedrg5
19,5,objgap,12,5,317,-56.9,1,tedrg6
19,5,objgap,13,5,1418,1053.73,1,tedrg6
19,5,objgap,14,6,448,93.36,1,tedrg7
19,5,objgap,15,6,1619,1225.85,1,tedrg7
19,6,subjgap,1,1,455,100.36,1,tedrg1
19,6,subjgap,2,1,414,44.92,1,tedrg1
19,6,subjgap,3,2,317,-37.64,1,tedrg2
19,6,subjgap,4,3,354,-19.9,1,tedrg2
19,6,subjgap,5,3,306,-48.64,1,tedrg3
19,6,subjgap,6,3,321,-48.08,1,tedrg3
19,6,subjgap,7,4,320,-29.83,1,tedrg4
19,6,subjgap,8,4,298,-56.64,1,tedrg4
19,6,subjgap,9,4,302,-62.27,1,tedrg4
19,6,subjgap,11,5,321,-48.08,1,tedrg5
19,6,subjgap,12,5,328,-36.27,1,tedrg6
19,6,subjgap,13,5,343,-6.83,1,tedrg6
19,6,subjgap,14,6,343,-21.27,1,tedrg7
19,6,subjgap,15,6,451,81.92,1,tedrg7
19,6,subjgap,16,6,343,-11.64,1,tedrg7
19,6,subjgap,17,6,306,-53.46,1,tedrg7
19,6,subjgap,18,6,339,-10.83,1,tedrg7
19,6,subjgap,19,6,354,-24.71,1,tedrg7
19,7,objgap,1,1,321,-33.64,1,tedrg1
19,7,objgap,2,1,429,50.29,1,tedrg1
19,7,objgap,3,2,287,-67.64,1,tedrg2
19,7,objgap,4,3,925,570.36,1,tedrg2
19,7,objgap,5,3,709,335.1,1,tedrg2
19,7,objgap,6,3,436,42.85,1,tedrg3
19,7,objgap,7,4,250,-99.83,1,tedrg3
19,7,objgap,8,4,440,85.36,1,tedrg4
19,7,objgap,9,4,272,-111.52,1,tedrg4
19,7,objgap,11,5,1839,1484.36,1,tedrg5
19,7,objgap,12,5,740,385.36,1,tedrg6
19,7,objgap,13,5,418,34.48,1,tedrg6
19,7,objgap,14,6,417,52.73,1,tedrg7
19,7,objgap,15,6,576,211.73,1,tedrg7
19,8,subjgap,1,1,216,-138.64,1,tedrg1
19,8,subjgap,2,1,235,-158.15,1,tedrg1
19,8,subjgap,3,2,227,-127.64,1,tedrg2
19,8,subjgap,4,3,272,-121.15,1,tedrg2
19,8,subjgap,5,3,265,-89.64,1,tedrg3
19,8,subjgap,6,3,649,279.92,1,tedrg3
19,8,subjgap,7,4,455,105.17,1,tedrg4
19,8,subjgap,8,4,253,-101.64,1,tedrg4
19,8,subjgap,9,4,470,96.1,1,tedrg4
19,8,subjgap,11,5,217,-137.64,1,tedrg5
19,8,subjgap,12,5,272,-87.46,1,tedrg6
19,8,subjgap,13,5,250,-114.27,1,tedrg6
19,8,subjgap,14,6,1511,1122.66,1,tedrg7
19,8,subjgap,15,6,257,-97.64,1,tedrg7
19,8,subjgap,16,6,272,-82.64,1,tedrg7
19,8,subjgap,17,6,287,-72.46,1,tedrg7
19,8,subjgap,18,6,313,-41.64,1,tedrg7
19,8,subjgap,19,6,358,-11.08,1,tedrg7
19,9,objgap,1,1,247,-107.64,1,tedrg1
19,9,objgap,2,1,287,-77.27,1,tedrg1
19,9,objgap,3,2,317,-37.64,1,tedrg2
19,9,objgap,4,3,265,-89.64,1,tedrg2
19,9,objgap,5,3,253,-116.08,1,tedrg2
19,9,objgap,6,3,306,-82.34,1,tedrg3
19,9,objgap,7,4,220,-129.83,1,tedrg3
19,9,objgap,8,4,231,-123.64,1,tedrg4
19,9,objgap,9,4,268,-110.71,1,tedrg4
19,9,objgap,11,5,317,-47.27,1,tedrg5
19,9,objgap,12,5,567,207.54,1,tedrg6
19,9,objgap,13,5,418,29.66,1,tedrg6
19,9,objgap,14,6,376,26.17,1,tedrg7
19,9,objgap,15,6,311,-53.27,1,tedrg7
19,9,objgap,16,6,470,105.73,1,tedrg7
19,10,subjgap,1,1,253,-101.64,1,tedrg1
19,10,subjgap,2,1,246,-137.52,1,tedrg1
19,10,subjgap,3,2,283,-71.64,1,tedrg2
19,10,subjgap,4,3,265,-104.08,1,tedrg2
19,10,subjgap,5,3,287,-67.64,1,tedrg3
19,10,subjgap,6,3,224,-149.9,1,tedrg3
19,10,subjgap,7,4,317,-42.46,1,tedrg4
19,10,subjgap,8,4,287,-67.64,1,tedrg4
19,10,subjgap,9,4,205,-159.27,1,tedrg4
19,10,subjgap,11,5,269,-85.64,1,tedrg5
19,10,subjgap,12,5,236,-166.78,1,tedrg6
19,10,subjgap,13,5,254,-119.9,1,tedrg6
19,10,subjgap,14,6,272,-97.08,1,tedrg7
19,10,subjgap,15,6,265,-113.71,1,tedrg7
19,11,objgap,1,1,265,-89.64,1,tedrg1
19,11,objgap,2,1,321,-48.08,1,tedrg1
19,11,objgap,3,2,432,77.36,1,tedrg2
19,11,objgap,4,3,265,-89.64,1,tedrg2
19,11,objgap,5,3,269,-114.52,1,tedrg2
19,11,objgap,6,3,295,-83.71,1,tedrg3
19,11,objgap,7,4,247,-102.83,1,tedrg3
19,11,objgap,8,4,257,-97.64,1,tedrg4
19,11,objgap,9,4,268,-105.9,1,tedrg4
19,11,objgap,11,5,441,81.54,1,tedrg5
19,11,objgap,12,5,313,-36.83,1,tedrg6
19,11,objgap,13,5,246,-132.71,1,tedrg6
19,11,objgap,14,6,451,86.73,1,tedrg7
19,12,subjgap,1,1,336,-18.64,1,tedrg1
19,12,subjgap,2,1,329,-64.15,1,tedrg1
19,12,subjgap,3,2,324,-30.64,1,tedrg2
19,12,subjgap,4,3,336,-42.71,1,tedrg2
19,12,subjgap,5,3,329,-25.64,1,tedrg3
19,12,subjgap,6,3,313,-80.15,1,tedrg3
19,12,subjgap,7,4,339,-10.83,1,tedrg4
19,12,subjgap,8,4,317,-37.64,1,tedrg4
19,12,subjgap,9,4,272,-92.27,1,tedrg4
19,12,subjgap,11,5,268,-86.64,1,tedrg5
19,12,subjgap,12,5,370,-13.52,1,tedrg6
19,12,subjgap,13,5,309,-55.27,1,tedrg6
19,12,subjgap,14,6,538,183.36,1,tedrg7
19,12,subjgap,15,6,416,37.29,1,tedrg7
19,12,subjgap,16,6,411,22.66,1,tedrg7
19,13,objgap,1,1,391,36.36,1,tedrg1
19,13,objgap,2,1,391,12.29,1,tedrg1
19,13,objgap,3,2,284,-70.64,1,tedrg2
19,13,objgap,4,3,369,14.36,1,tedrg2
19,13,objgap,5,3,376,11.73,1,tedrg2
19,13,objgap,6,3,356,-13.08,1,tedrg3
19,13,objgap,7,4,380,20.54,1,tedrg3
19,13,objgap,8,4,343,-11.64,1,tedrg4
19,13,objgap,9,4,294,-65.46,1,tedrg4
19,13,objgap,11,5,477,122.36,1,tedrg5
19,13,objgap,12,5,362,2.54,1,tedrg6
19,13,objgap,13,5,358,3.36,1,tedrg6
19,13,objgap,14,6,324,-25.83,1,tedrg7
19,13,objgap,15,6,294,-84.71,1,tedrg7
19,13,objgap,16,6,447,49.04,1,tedrg7
19,14,subjgap,1,1,321,-33.64,1,tedrg1
19,14,subjgap,2,1,268,-125.15,1,tedrg1
19,14,subjgap,3,2,258,-96.64,1,tedrg2
19,14,subjgap,4,3,317,-42.46,1,tedrg2
19,14,subjgap,5,3,634,279.36,1,tedrg3
19,14,subjgap,6,3,295,-98.15,1,tedrg3
19,14,subjgap,7,4,220,-129.83,1,tedrg4
19,14,subjgap,8,4,205,-149.64,1,tedrg4
19,14,subjgap,9,4,227,-137.27,1,tedrg4
19,14,subjgap,11,5,201,-153.64,1,tedrg5
19,14,subjgap,12,5,180,-179.46,1,tedrg6
19,14,subjgap,13,5,212,-157.08,1,tedrg6
19,14,subjgap,14,6,518,163.36,1,tedrg7
19,14,subjgap,15,6,280,-79.46,1,tedrg7
19,14,subjgap,16,6,302,-52.64,1,tedrg7
19,14,subjgap,17,6,302,-52.64,1,tedrg7
19,14,subjgap,18,6,283,-76.46,1,tedrg7
19,14,subjgap,19,6,237,-117.64,1,tedrg7
19,14,subjgap,20,6,407,37.92,1,tedrg7
19,15,objgap,1,1,302,-52.64,1,tedrg1
19,15,objgap,2,1,351,-27.71,1,tedrg1
19,15,objgap,3,2,302,-52.64,1,tedrg2
19,15,objgap,4,3,839,484.36,1,tedrg2
19,15,objgap,5,3,350,-14.27,1,tedrg2
19,15,objgap,6,3,311,-58.08,1,tedrg3
19,15,objgap,7,4,634,274.54,1,tedrg3
19,15,objgap,8,4,354,-0.64,1,tedrg4
19,15,objgap,9,4,335,-38.9,1,tedrg4
19,15,objgap,10,4,388,28.54,1,tedrg5
19,15,objgap,11,5,369,9.54,1,tedrg5
19,15,objgap,12,5,418,44.1,1,tedrg6
19,15,objgap,13,5,298,-71.08,1,tedrg6
19,15,objgap,14,6,332,-51.52,1,tedrg7
19,16,subjgap,1,1,329,-25.64,1,tedrg1
19,16,subjgap,2,1,347,-26.9,1,tedrg1
19,16,subjgap,3,2,298,-56.64,1,tedrg2
19,16,subjgap,4,3,254,-110.27,1,tedrg2
19,16,subjgap,5,3,399,44.36,1,tedrg3
19,16,subjgap,6,3,235,-148.52,1,tedrg3
19,16,subjgap,7,4,287,-62.83,1,tedrg4
19,16,subjgap,8,4,253,-101.64,1,tedrg4
19,16,subjgap,9,4,302,-76.71,1,tedrg4
19,16,subjgap,11,5,287,-72.46,1,tedrg5
19,16,subjgap,12,5,384,34.17,1,tedrg6
19,16,subjgap,13,5,336,-33.08,1,tedrg6
19,16,subjgap,14,6,433,73.54,1,tedrg7
19,16,subjgap,15,6,496,146.17,1,tedrg7
19,16,subjgap,16,6,511,146.73,1,tedrg7
20,1,subjgap,1,1,333,-33.75,0,tedrg1
20,1,subjgap,2,1,371,-126,0,tedrg1
20,1,subjgap,3,2,345,-21.75,0,tedrg2
20,1,subjgap,4,3,357,-35.8,0,tedrg2
20,1,subjgap,5,3,383,16.25,0,tedrg3
20,1,subjgap,6,3,443,-158.2,0,tedrg3
20,1,subjgap,7,4,522,181.3,0,tedrg4
20,1,subjgap,8,4,345,-21.75,0,tedrg4
20,1,subjgap,9,4,367,-77.9,0,tedrg4
20,1,subjgap,11,5,369,2.25,0,tedrg5
20,1,subjgap,12,5,442,-2.9,0,tedrg6
20,1,subjgap,13,5,338,-28.75,0,tedrg6
20,1,subjgap,14,6,297,-17.65,0,tedrg7
20,1,subjgap,15,6,354,-38.8,0,tedrg7
20,1,subjgap,16,6,1978,1533.1,0,tedrg7
20,2,objgap,1,1,338,-28.75,1,tedrg1
20,2,objgap,2,1,786,367.15,1,tedrg1
20,2,objgap,3,2,193,-173.75,1,tedrg2
20,2,objgap,4,3,169,-197.75,1,tedrg2
20,2,objgap,5,3,393,26.25,1,tedrg2
20,2,objgap,6,3,272,-172.9,1,tedrg3
20,2,objgap,7,4,380,-12.8,1,tedrg3
20,2,objgap,8,4,327,-39.75,1,tedrg4
20,2,objgap,9,4,368,-50.85,1,tedrg4
20,2,objgap,11,5,344,-48.8,1,tedrg5
20,2,objgap,12,5,266,-100.75,1,tedrg6
20,2,objgap,13,5,331,-61.8,1,tedrg6
20,2,objgap,14,6,479,-18,1,tedrg7
20,3,subjgap,1,1,162,-204.75,1,tedrg1
20,3,subjgap,2,1,413,46.25,1,tedrg1
20,3,subjgap,3,2,148,-218.75,1,tedrg2
20,3,subjgap,4,3,209,-235.9,1,tedrg2
20,3,subjgap,5,3,311,-55.75,1,tedrg3
20,3,subjgap,6,3,192,-200.8,1,tedrg3
20,3,subjgap,7,4,237,-155.8,1,tedrg4
20,3,subjgap,8,4,207,-159.75,1,tedrg4
20,3,subjgap,9,4,203,-163.75,1,tedrg4
20,3,subjgap,11,5,226,-140.75,1,tedrg5
20,3,subjgap,12,5,222,-170.8,1,tedrg6
20,3,subjgap,13,5,204,-293,1,tedrg6
20,3,subjgap,14,6,682,263.15,1,tedrg7
20,3,subjgap,15,6,283,-214,1,tedrg7
20,3,subjgap,16,6,291,-49.7,1,tedrg7
20,3,subjgap,17,6,259,-107.75,1,tedrg7
20,3,subjgap,18,6,271,-304.15,1,tedrg7
20,4,objgap,1,1,185,-181.75,1,tedrg1
20,4,objgap,2,1,203,-241.9,1,tedrg1
20,4,objgap,3,2,237,-129.75,1,tedrg2
20,4,objgap,4,3,199,-167.75,1,tedrg2
20,4,objgap,5,3,174,-323,1,tedrg2
20,4,objgap,6,3,268,-281.1,1,tedrg3
20,4,objgap,7,4,502,161.3,1,tedrg3
20,4,objgap,8,4,196,-170.75,1,tedrg4
20,4,objgap,9,4,199,-298,1,tedrg4
20,4,objgap,11,5,304,-62.75,1,tedrg5
20,4,objgap,12,5,8246,7801.1,1,tedrg6
20,4,objgap,13,5,286,-54.7,1,tedrg6
20,4,objgap,14,6,953,482.05,1,tedrg7
20,4,objgap,15,6,185,-155.7,1,tedrg7
20,4,objgap,16,6,296,-70.75,1,tedrg7
20,4,objgap,17,6,934,437,1,tedrg7
20,4,objgap,18,6,352,-171.05,1,tedrg7
20,5,subjgap,1,1,363,-3.75,1,tedrg1
20,5,subjgap,2,1,402,-16.85,1,tedrg1
20,5,subjgap,3,2,249,-117.75,1,tedrg2
20,5,subjgap,4,3,644,251.2,1,tedrg2
20,5,subjgap,5,3,487,120.25,1,tedrg3
20,5,subjgap,6,3,457,12.1,1,tedrg3
20,5,subjgap,7,4,340,-0.7,1,tedrg4
20,5,subjgap,8,4,322,-44.75,1,tedrg4
20,5,subjgap,9,4,689,192,1,tedrg4
20,5,subjgap,11,5,348,-18.75,1,tedrg5
20,5,subjgap,12,5,2415,1944.05,1,tedrg6
20,5,subjgap,13,5,338,-80.85,1,tedrg6
20,5,subjgap,14,6,334,-32.75,1,tedrg7
20,5,subjgap,15,6,435,-140.15,1,tedrg7
20,6,objgap,1,1,169,-197.75,1,tedrg1
20,6,objgap,2,1,181,-263.9,1,tedrg1
20,6,objgap,3,2,348,-18.75,1,tedrg2
20,6,objgap,4,3,320,-46.75,1,tedrg2
20,6,objgap,5,3,263,-181.9,1,tedrg2
20,6,objgap,6,3,431,-39.95,1,tedrg3
20,6,objgap,7,4,330,-10.7,1,tedrg3
20,6,objgap,8,4,292,-74.75,1,tedrg4
20,6,objgap,9,4,349,-69.85,1,tedrg4
20,6,objgap,11,5,1024,579.1,1,tedrg5
20,6,objgap,12,5,764,345.15,1,tedrg6
20,6,objgap,13,5,275,-65.7,1,tedrg6
20,6,objgap,14,6,1309,890.15,1,tedrg7
20,6,objgap,15,6,330,-114.9,1,tedrg7
20,6,objgap,16,6,170,-196.75,1,tedrg7
20,6,objgap,17,6,320,-72.8,1,tedrg7
20,6,objgap,18,6,349,8.3,1,tedrg7
20,6,objgap,19,6,582,85,1,tedrg7
20,7,subjgap,1,1,169,-197.75,0,tedrg1
20,7,subjgap,2,1,169,-328,0,tedrg1
20,7,subjgap,3,2,221,-145.75,0,tedrg2
20,7,subjgap,4,3,222,-353.15,0,tedrg2
20,7,subjgap,5,3,326,-40.75,0,tedrg3
20,7,subjgap,6,3,233,-237.95,0,tedrg3
20,7,subjgap,7,4,365,24.3,0,tedrg4
20,7,subjgap,8,4,221,-145.75,0,tedrg4
20,7,subjgap,9,4,5198,4674.95,0,tedrg4
20,7,subjgap,11,5,522,155.25,0,tedrg5
20,7,subjgap,12,5,222,-144.75,0,tedrg6
20,7,subjgap,13,5,490,-33.05,0,tedrg6
20,7,subjgap,14,6,271,-147.85,0,tedrg7
20,7,subjgap,15,6,673,254.15,0,tedrg7
20,8,objgap,1,1,304,-62.75,0,tedrg1
20,8,objgap,2,1,199,-376.15,0,tedrg1
20,8,objgap,3,2,339,-27.75,0,tedrg2
20,8,objgap,4,3,973,606.25,0,tedrg2
20,8,objgap,5,3,255,-189.9,0,tedrg2
20,8,objgap,6,3,421,-154.15,0,tedrg3
20,8,objgap,7,4,514,173.3,0,tedrg3
20,8,objgap,8,4,334,-32.75,0,tedrg4
20,8,objgap,9,4,460,-10.95,0,tedrg4
20,8,objgap,11,5,457,90.25,0,tedrg5
20,8,objgap,12,5,526,133.2,0,tedrg6
20,8,objgap,13,5,281,-137.85,0,tedrg6
20,8,objgap,14,6,5171,4621.9,0,tedrg7
20,8,objgap,15,6,256,-110.75,0,tedrg7
20,8,objgap,16,6,189,-177.75,0,tedrg7
20,8,objgap,17,6,265,-127.8,0,tedrg7
20,8,objgap,18,6,419,52.25,0,tedrg7
20,8,objgap,19,6,390,-54.9,0,tedrg7
20,9,subjgap,1,1,392,25.25,1,tedrg1
20,9,subjgap,2,1,199,-219.85,1,tedrg1
20,9,subjgap,3,2,177,-189.75,1,tedrg2
20,9,subjgap,4,3,173,-376.1,1,tedrg2
20,9,subjgap,5,3,420,53.25,1,tedrg3
20,9,subjgap,6,3,185,-259.9,1,tedrg3
20,9,subjgap,7,4,207,-133.7,1,tedrg4
20,9,subjgap,8,4,203,-163.75,1,tedrg4
20,9,subjgap,9,4,196,-301,1,tedrg4
20,9,subjgap,11,5,290,-128.85,1,tedrg5
20,9,subjgap,12,5,233,-159.8,1,tedrg6
20,9,subjgap,13,5,786,236.9,1,tedrg6
20,9,subjgap,14,6,592,251.3,1,tedrg7
20,9,subjgap,15,6,737,318.15,1,tedrg7
20,9,subjgap,16,6,248,-170.85,1,tedrg7
20,10,objgap,1,1,450,83.25,1,tedrg1
20,10,objgap,2,1,394,-129.05,1,tedrg1
20,10,objgap,3,2,210,-156.75,1,tedrg2
20,10,objgap,4,3,282,-84.75,1,tedrg2
20,10,objgap,5,3,943,472.05,1,tedrg2
20,10,objgap,6,3,305,-139.9,1,tedrg3
20,10,objgap,7,4,393,0.2,1,tedrg3
20,10,objgap,8,4,503,136.25,1,tedrg4
20,10,objgap,9,4,210,-208.85,1,tedrg4
20,10,objgap,11,5,1611,1244.25,1,tedrg5
20,10,objgap,12,5,292,-335.25,1,tedrg6
20,10,objgap,13,5,928,457.05,1,tedrg6
20,10,objgap,14,6,274,-170.9,1,tedrg7
20,10,objgap,15,6,432,-65,1,tedrg7
20,11,subjgap,1,1,192,-174.75,1,tedrg1
20,11,subjgap,2,1,204,-240.9,1,tedrg1
20,11,subjgap,3,2,225,-141.75,1,tedrg2
20,11,subjgap,4,3,196,-301,1,tedrg2
20,11,subjgap,5,3,226,-140.75,1,tedrg3
20,11,subjgap,6,3,218,-305.05,1,tedrg3
20,11,subjgap,7,4,199,-141.7,1,tedrg4
20,11,subjgap,8,4,357,-9.75,1,tedrg4
20,11,subjgap,9,4,218,-252.95,1,tedrg4
20,11,subjgap,11,5,356,-36.8,1,tedrg5
20,11,subjgap,12,5,443,102.3,1,tedrg6
20,11,subjgap,13,5,428,-69,1,tedrg6
20,11,subjgap,14,6,315,-103.85,1,tedrg7
20,12,objgap,1,1,162,-204.75,1,tedrg1
20,12,objgap,2,1,167,-408.15,1,tedrg1
20,12,objgap,3,2,353,-13.75,1,tedrg2
20,12,objgap,4,3,195,-171.75,1,tedrg2
20,12,objgap,5,3,159,-416.15,1,tedrg2
20,12,objgap,6,3,951,454,1,tedrg3
20,12,objgap,7,4,320,-20.7,1,tedrg3
20,12,objgap,8,4,195,-171.75,1,tedrg4
20,12,objgap,9,4,244,-174.85,1,tedrg4
20,12,objgap,11,5,323,-43.75,1,tedrg5
20,12,objgap,12,5,411,-112.05,1,tedrg6
20,12,objgap,13,5,580,161.15,1,tedrg6
20,12,objgap,14,6,421,54.25,1,tedrg7
20,12,objgap,15,6,326,-171,1,tedrg7
20,12,objgap,16,6,416,-133.1,1,tedrg7
20,13,subjgap,1,1,289,-77.75,1,tedrg1
20,13,subjgap,2,1,338,-159,1,tedrg1
20,13,subjgap,3,2,387,20.25,1,tedrg2
20,13,subjgap,4,3,525,80.1,1,tedrg2
20,13,subjgap,5,3,569,202.25,1,tedrg3
20,13,subjgap,6,3,701,282.15,1,tedrg3
20,13,subjgap,7,4,326,-66.8,1,tedrg4
20,13,subjgap,8,4,343,-23.75,1,tedrg4
20,13,subjgap,9,4,382,-10.8,1,tedrg4
20,13,subjgap,11,5,353,-13.75,1,tedrg5
20,13,subjgap,12,5,523,130.2,1,tedrg6
20,13,subjgap,13,5,353,-13.75,1,tedrg6
20,13,subjgap,14,6,898,557.3,1,tedrg7
20,13,subjgap,15,6,339,-158,1,tedrg7
20,13,subjgap,16,6,341,-260.2,1,tedrg7
20,14,objgap,1,1,240,-126.75,1,tedrg1
20,14,objgap,2,1,423,-152.15,1,tedrg1
20,14,objgap,3,2,223,-143.75,1,tedrg2
20,14,objgap,4,3,173,-193.75,1,tedrg2
20,14,objgap,5,3,531,-44.15,1,tedrg2
20,14,objgap,6,3,439,46.2,1,tedrg3
20,14,objgap,7,4,258,-82.7,1,tedrg3
20,14,objgap,8,4,244,-122.75,1,tedrg4
20,14,objgap,9,4,323,-95.85,1,tedrg4
20,14,objgap,11,5,276,-90.75,1,tedrg5
20,14,objgap,12,5,442,49.2,1,tedrg6
20,14,objgap,13,5,234,-210.9,1,tedrg6
20,14,objgap,14,6,344,-22.75,1,tedrg7
20,14,objgap,15,6,393,0.2,1,tedrg7
20,14,objgap,16,6,376,9.25,1,tedrg7
20,14,objgap,17,6,264,-102.75,1,tedrg7
20,14,objgap,18,6,323,-69.8,1,tedrg7
20,14,objgap,19,6,668,301.25,1,tedrg7
20,14,objgap,20,6,1112,667.1,1,tedrg7
20,15,subjgap,1,1,173,-193.75,1,tedrg1
20,15,subjgap,2,1,352,-145,1,tedrg1
20,15,subjgap,3,2,341,-25.75,1,tedrg2
20,15,subjgap,4,3,435,-9.9,1,tedrg2
20,15,subjgap,5,3,299,-67.75,1,tedrg3
20,15,subjgap,6,3,229,-189.85,1,tedrg3
20,15,subjgap,7,4,799,406.2,1,tedrg4
20,15,subjgap,8,4,170,-196.75,1,tedrg4
20,15,subjgap,9,4,144,-326.95,1,tedrg4
20,15,subjgap,10,4,423,30.2,1,tedrg5
20,15,subjgap,11,5,288,-104.8,1,tedrg5
20,15,subjgap,12,5,200,-270.95,1,tedrg6
20,15,subjgap,13,5,408,-36.9,1,tedrg6
20,15,subjgap,14,6,255,-268.05,1,tedrg7
20,16,objgap,1,1,188,-178.75,0,tedrg1
20,16,objgap,2,1,504,33.05,0,tedrg1
20,16,objgap,3,2,177,-189.75,0,tedrg2
20,16,objgap,4,3,177,-189.75,0,tedrg2
20,16,objgap,5,3,345,-178.05,0,tedrg2
20,16,objgap,6,3,264,-154.85,0,tedrg3
20,16,objgap,7,4,267,-73.7,0,tedrg3
20,16,objgap,8,4,278,-88.75,0,tedrg4
20,16,objgap,9,4,159,-338,0,tedrg4
20,16,objgap,11,5,206,-186.8,0,tedrg5
20,16,objgap,12,5,245,-95.7,0,tedrg6
20,16,objgap,13,5,207,-237.9,0,tedrg6
20,16,objgap,14,6,341,-51.8,0,tedrg7
20,16,objgap,15,6,263,-77.7,0,tedrg7
20,16,objgap,16,6,211,-207.85,0,tedrg7
21,1,objgap,1,1,301,-8.87,1,tedrg1
21,1,objgap,2,1,401,38.9,1,tedrg1
21,1,objgap,3,2,344,34.13,1,tedrg2
21,1,objgap,4,3,312,2.13,1,tedrg2
21,1,objgap,5,3,308,-95.88,1,tedrg2
21,1,objgap,6,3,339,18.68,1,tedrg3
21,1,objgap,7,4,323,23.57,1,tedrg3
21,1,objgap,8,4,290,-19.87,1,tedrg4
21,1,objgap,9,4,468,126.79,1,tedrg4
21,1,objgap,11,5,314,4.13,1,tedrg5
21,1,objgap,12,5,379,37.79,1,tedrg6
21,1,objgap,13,5,379,69.13,1,tedrg6
21,1,objgap,14,6,327,38.02,1,tedrg7
21,1,objgap,15,6,472,151.68,1,tedrg7
21,1,objgap,16,6,600,258.79,1,tedrg7
21,2,subjgap,1,1,248,-61.87,1,tedrg1
21,2,subjgap,2,1,371,40.24,1,tedrg1
21,2,subjgap,3,2,311,1.13,1,tedrg2
21,2,subjgap,4,3,290,-51.21,1,tedrg2
21,2,subjgap,5,3,330,20.13,1,tedrg3
21,2,subjgap,6,3,259,-50.87,1,tedrg3
21,2,subjgap,7,4,249,-71.32,1,tedrg4
21,2,subjgap,8,4,237,-72.87,1,tedrg4
21,2,subjgap,9,4,241,-89.76,1,tedrg4
21,2,subjgap,11,5,275,-45.32,1,tedrg5
21,2,subjgap,12,5,283,-26.87,1,tedrg6
21,2,subjgap,13,5,294,-26.32,1,tedrg6
21,2,subjgap,14,6,898,535.9,1,tedrg7
21,3,objgap,1,1,282,-27.87,1,tedrg1
21,3,objgap,2,1,347,37.13,1,tedrg1
21,3,objgap,3,2,304,-5.87,1,tedrg2
21,3,objgap,4,3,315,5.13,1,tedrg2
21,3,objgap,5,3,462,141.68,1,tedrg2
21,3,objgap,6,3,436,94.79,1,tedrg3
21,3,objgap,7,4,338,17.68,1,tedrg3
21,3,objgap,8,4,281,-28.87,1,tedrg4
21,3,objgap,9,4,449,139.13,1,tedrg4
21,3,objgap,11,5,343,33.13,1,tedrg5
21,3,objgap,12,5,364,43.68,1,tedrg6
21,3,objgap,13,5,630,267.9,1,tedrg6
21,3,objgap,14,6,386,55.24,1,tedrg7
21,3,objgap,15,6,311,-51.1,1,tedrg7
21,3,objgap,16,6,319,19.57,1,tedrg7
21,3,objgap,17,6,289,-20.87,1,tedrg7
21,3,objgap,18,6,380,-13.43,1,tedrg7
21,4,subjgap,1,1,250,-59.87,1,tedrg1
21,4,subjgap,2,1,371,29.79,1,tedrg1
21,4,subjgap,3,2,289,-20.87,1,tedrg2
21,4,subjgap,4,3,274,-108.99,1,tedrg2
21,4,subjgap,5,3,282,-27.87,1,tedrg3
21,4,subjgap,6,3,265,-97.1,1,tedrg3
21,4,subjgap,7,4,285,-14.43,1,tedrg4
21,4,subjgap,8,4,256,-53.87,1,tedrg4
21,4,subjgap,9,4,261,-101.1,1,tedrg4
21,4,subjgap,11,5,253,-56.87,1,tedrg5
21,4,subjgap,12,5,446,104.79,1,tedrg6
21,4,subjgap,13,5,339,39.57,1,tedrg6
21,4,subjgap,14,6,285,-66.65,1,tedrg7
21,4,subjgap,15,6,298,-1.43,1,tedrg7
21,4,subjgap,16,6,315,5.13,1,tedrg7
21,4,subjgap,17,6,584,221.9,1,tedrg7
21,4,subjgap,18,6,479,106.46,1,tedrg7
21,5,objgap,1,1,326,16.13,1,tedrg1
21,5,objgap,2,1,815,484.24,1,tedrg1
21,5,objgap,3,2,304,-5.87,1,tedrg2
21,5,objgap,4,3,293,-16.87,1,tedrg2
21,5,objgap,5,3,271,-70.21,1,tedrg2
21,5,objgap,6,3,334,13.68,1,tedrg3
21,5,objgap,7,4,301,1.57,1,tedrg3
21,5,objgap,8,4,312,2.13,1,tedrg4
21,5,objgap,9,4,304,-58.1,1,tedrg4
21,5,objgap,11,5,318,8.13,1,tedrg5
21,5,objgap,12,5,334,-17.65,1,tedrg6
21,5,objgap,13,5,327,-3.76,1,tedrg6
21,5,objgap,14,6,406,96.13,1,tedrg7
21,5,objgap,15,6,626,232.57,1,tedrg7
21,6,subjgap,1,1,562,252.13,1,tedrg1
21,6,subjgap,2,1,398,56.79,1,tedrg1
21,6,subjgap,3,2,428,118.13,1,tedrg2
21,6,subjgap,4,3,411,59.35,1,tedrg2
