subject,item,condition,word_position,region_position,rawRT,residRT,qcorrect,experiment
8,3,subjgap,7,4,275,-40.63,0,tedrg4
8,3,subjgap,8,4,286,-25.11,0,tedrg4
8,3,subjgap,9,4,267,-44.11,0,tedrg4
8,3,subjgap,11,5,285,-26.11,0,tedrg5
8,3,subjgap,12,5,279,-36.63,0,tedrg6
8,3,subjgap,13,5,273,-60.67,0,tedrg6
8,3,subjgap,14,6,293,-27.14,0,tedrg7
8,3,subjgap,15,6,275,-58.67,0,tedrg7
8,3,subjgap,16,6,293,-13.6,0,tedrg7
8,3,subjgap,17,6,259,-52.11,0,tedrg7
8,3,subjgap,18,6,342,-5.2,0,tedrg7
8,4,objgap,1,1,270,-41.11,1,tedrg1
8,4,objgap,2,1,333,8.35,1,tedrg1
8,4,objgap,3,2,244,-67.11,1,tedrg2
8,4,objgap,4,3,294,-17.11,1,tedrg2
8,4,objgap,5,3,289,-44.67,1,tedrg2
8,4,objgap,6,3,270,-72.69,1,tedrg3
8,4,objgap,7,4,312,5.4,1,tedrg3
8,4,objgap,8,4,285,-26.11,1,tedrg4
8,4,objgap,9,4,318,-15.67,1,tedrg4
8,4,objgap,11,5,311,-0.11,1,tedrg5
8,4,objgap,12,5,297,-27.65,1,tedrg6
8,4,objgap,13,5,292,-14.6,1,tedrg6
8,4,objgap,14,6,281,-48.16,1,tedrg7
8,4,objgap,15,6,316,9.4,1,tedrg7
8,4,objgap,16,6,277,-34.11,1,tedrg7
8,4,objgap,17,6,274,-59.67,1,tedrg7
8,4,objgap,18,6,279,-59.18,1,tedrg7
8,5,subjgap,1,1,307,-4.11,1,tedrg1
8,5,subjgap,2,1,281,-39.14,1,tedrg1
8,5,subjgap,3,2,279,-32.11,1,tedrg2
8,5,subjgap,4,3,255,-60.63,1,tedrg2
8,5,subjgap,5,3,230,-81.11,1,tedrg3
8,5,subjgap,6,3,270,-54.65,1,tedrg3
8,5,subjgap,7,4,326,19.4,1,tedrg4
8,5,subjgap,8,4,275,-36.11,1,tedrg4
8,5,subjgap,9,4,281,-52.67,1,tedrg4
8,5,subjgap,11,5,283,-28.11,1,tedrg5
8,5,subjgap,12,5,280,-49.16,1,tedrg6
8,5,subjgap,13,5,277,-43.14,1,tedrg6
8,5,subjgap,14,6,259,-52.11,1,tedrg7
8,5,subjgap,15,6,570,222.8,1,tedrg7
8,6,objgap,1,1,323,11.89,1,tedrg1
8,6,objgap,2,1,320,-4.65,1,tedrg1
8,6,objgap,3,2,393,81.89,1,tedrg2
8,6,objgap,4,3,457,145.89,1,tedrg2
8,6,objgap,5,3,298,-26.65,1,tedrg2
8,6,objgap,6,3,301,-28.16,1,tedrg3
8,6,objgap,7,4,307,0.4,1,tedrg3
8,6,objgap,8,4,260,-51.11,1,tedrg4
8,6,objgap,9,4,289,-31.14,1,tedrg4
8,6,objgap,11,5,277,-47.65,1,tedrg5
8,6,objgap,12,5,274,-46.14,1,tedrg6
8,6,objgap,13,5,305,-1.6,1,tedrg6
8,6,objgap,14,6,296,-24.14,1,tedrg7
8,6,objgap,15,6,317,-7.65,1,tedrg7
8,6,objgap,16,6,304,-7.11,1,tedrg7
8,6,objgap,17,6,367,51.37,1,tedrg7
8,6,objgap,18,6,357,50.4,1,tedrg7
8,6,objgap,19,6,386,52.33,1,tedrg7
8,7,subjgap,1,1,229,-82.11,1,tedrg1
8,7,subjgap,2,1,307,-26.67,1,tedrg1
8,7,subjgap,3,2,270,-41.11,1,tedrg2
8,7,subjgap,4,3,270,-77.2,1,tedrg2
8,7,subjgap,5,3,263,-48.11,1,tedrg3
8,7,subjgap,6,3,255,-74.16,1,tedrg3
8,7,subjgap,7,4,261,-45.6,1,tedrg4
8,7,subjgap,8,4,285,-26.11,1,tedrg4
8,7,subjgap,9,4,528,189.82,1,tedrg4
8,7,subjgap,11,5,625,313.89,1,tedrg5
8,7,subjgap,12,5,266,-45.11,1,tedrg6
8,7,subjgap,13,5,200,-138.18,1,tedrg6
8,7,subjgap,14,6,256,-64.14,1,tedrg7
8,7,subjgap,15,6,543,222.86,1,tedrg7
8,8,objgap,1,1,241,-70.11,1,tedrg1
8,8,objgap,2,1,300,-47.2,1,tedrg1
8,8,objgap,3,2,375,63.89,1,tedrg2
8,8,objgap,4,3,237,-74.11,1,tedrg2
8,8,objgap,5,3,237,-87.65,1,tedrg2
8,8,objgap,6,3,218,-129.2,1,tedrg3
8,8,objgap,7,4,231,-75.6,1,tedrg3
8,8,objgap,8,4,252,-59.11,1,tedrg4
8,8,objgap,9,4,244,-85.16,1,tedrg4
8,8,objgap,11,5,312,0.89,1,tedrg5
8,8,objgap,12,5,262,-53.63,1,tedrg6
8,8,objgap,13,5,254,-66.14,1,tedrg6
8,8,objgap,14,6,259,-83.69,1,tedrg7
8,8,objgap,15,6,315,3.89,1,tedrg7
8,8,objgap,16,6,312,0.89,1,tedrg7
8,8,objgap,17,6,274,-41.63,1,tedrg7
8,8,objgap,18,6,248,-63.11,1,tedrg7
8,8,objgap,19,6,267,-57.65,1,tedrg7
8,9,subjgap,1,1,339,27.89,1,tedrg1
8,9,subjgap,2,1,387,66.86,1,tedrg1
8,9,subjgap,3,2,352,40.89,1,tedrg2
8,9,subjgap,4,3,408,65.31,1,tedrg2
8,9,subjgap,5,3,327,15.89,1,tedrg3
8,9,subjgap,6,3,360,35.35,1,tedrg3
8,9,subjgap,7,4,368,61.4,1,tedrg4
8,9,subjgap,8,4,315,3.89,1,tedrg4
8,9,subjgap,9,4,289,-44.67,1,tedrg4
8,9,subjgap,11,5,674,353.86,1,tedrg5
8,9,subjgap,12,5,356,40.37,1,tedrg6
8,9,subjgap,13,5,197,-145.69,1,tedrg6
8,9,subjgap,14,6,301,-5.6,1,tedrg7
8,9,subjgap,15,6,285,-35.14,1,tedrg7
8,9,subjgap,16,6,277,-43.14,1,tedrg7
8,10,objgap,1,1,296,-15.11,1,tedrg1
8,10,objgap,2,1,395,56.82,1,tedrg1
8,10,objgap,3,2,413,101.89,1,tedrg2
8,10,objgap,4,3,361,49.89,1,tedrg2
8,10,objgap,5,3,301,-28.16,1,tedrg2
8,10,objgap,6,3,342,17.35,1,tedrg3
8,10,objgap,7,4,337,21.37,1,tedrg3
8,10,objgap,8,4,346,34.89,1,tedrg4
8,10,objgap,9,4,390,69.86,1,tedrg4
8,10,objgap,11,5,380,68.89,1,tedrg5
8,10,objgap,12,5,375,18.77,1,tedrg6
8,10,objgap,13,5,279,-50.16,1,tedrg6
8,10,objgap,14,6,267,-57.65,1,tedrg7
8,10,objgap,15,6,371,37.33,1,tedrg7
8,11,subjgap,1,1,408,96.89,1,tedrg1
8,11,subjgap,2,1,401,76.35,1,tedrg1
8,11,subjgap,3,2,357,45.89,1,tedrg2
8,11,subjgap,4,3,352,18.33,1,tedrg2
8,11,subjgap,5,3,326,14.89,1,tedrg3
8,11,subjgap,6,3,327,-11.18,1,tedrg3
8,11,subjgap,7,4,353,46.4,1,tedrg4
8,11,subjgap,8,4,429,117.89,1,tedrg4
8,11,subjgap,9,4,375,45.84,1,tedrg4
8,11,subjgap,11,5,402,86.37,1,tedrg5
8,11,subjgap,12,5,379,72.4,1,tedrg6
8,11,subjgap,13,5,360,26.33,1,tedrg6
8,11,subjgap,14,6,379,58.86,1,tedrg7
8,12,objgap,1,1,270,-41.11,1,tedrg1
8,12,objgap,2,1,245,-102.2,1,tedrg1
8,12,objgap,3,2,278,-33.11,1,tedrg2
8,12,objgap,4,3,255,-56.11,1,tedrg2
8,12,objgap,5,3,229,-118.2,1,tedrg2
8,12,objgap,6,3,245,-88.67,1,tedrg3
8,12,objgap,7,4,301,-5.6,1,tedrg3
8,12,objgap,8,4,263,-48.11,1,tedrg4
8,12,objgap,9,4,248,-72.14,1,tedrg4
8,12,objgap,11,5,274,-37.11,1,tedrg5
8,12,objgap,12,5,252,-86.18,1,tedrg6
8,12,objgap,13,5,259,-61.14,1,tedrg6
8,12,objgap,14,6,285,-26.11,1,tedrg7
8,12,objgap,15,6,312,-21.67,1,tedrg7
8,12,objgap,16,6,367,24.31,1,tedrg7
8,13,subjgap,1,1,419,107.89,1,tedrg1
8,13,subjgap,2,1,401,67.33,1,tedrg1
8,13,subjgap,3,2,416,104.89,1,tedrg2
8,13,subjgap,4,3,391,66.35,1,tedrg2
8,13,subjgap,5,3,2250,1938.89,1,tedrg3
8,13,subjgap,6,3,789,468.86,1,tedrg3
8,13,subjgap,7,4,592,276.37,1,tedrg4
8,13,subjgap,8,4,589,277.89,1,tedrg4
8,13,subjgap,9,4,577,261.37,1,tedrg4
8,13,subjgap,11,5,304,-7.11,1,tedrg5
8,13,subjgap,12,5,397,81.37,1,tedrg6
8,13,subjgap,13,5,263,-48.11,1,tedrg6
8,13,subjgap,14,6,271,-35.6,1,tedrg7
8,13,subjgap,15,6,686,352.33,1,tedrg7
8,13,subjgap,16,6,339,-12.72,1,tedrg7
8,14,objgap,1,1,312,0.89,1,tedrg1
8,14,objgap,2,1,330,-17.2,1,tedrg1
8,14,objgap,3,2,322,10.89,1,tedrg2
8,14,objgap,4,3,302,-9.11,1,tedrg2
8,14,objgap,5,3,330,-17.2,1,tedrg2
8,14,objgap,6,3,294,-21.63,1,tedrg3
8,14,objgap,7,4,330,23.4,1,tedrg3
8,14,objgap,8,4,263,-48.11,1,tedrg4
8,14,objgap,9,4,286,-34.14,1,tedrg4
8,14,objgap,11,5,662,350.89,1,tedrg5
8,14,objgap,12,5,289,-26.63,1,tedrg6
8,14,objgap,13,5,231,-93.65,1,tedrg6
8,14,objgap,14,6,274,-37.11,1,tedrg7
8,14,objgap,15,6,277,-38.63,1,tedrg7
8,14,objgap,16,6,278,-33.11,1,tedrg7
8,14,objgap,17,6,274,-37.11,1,tedrg7
8,14,objgap,18,6,270,-45.63,1,tedrg7
8,14,objgap,19,6,379,67.89,1,tedrg7
8,14,objgap,20,6,439,114.35,1,tedrg7
8,15,subjgap,1,1,241,-70.11,1,tedrg1
8,15,subjgap,2,1,245,-88.67,1,tedrg1
8,15,subjgap,3,2,374,62.89,1,tedrg2
8,15,subjgap,4,3,371,46.35,1,tedrg2
8,15,subjgap,5,3,330,18.89,1,tedrg3
8,15,subjgap,6,3,240,-80.14,1,tedrg3
8,15,subjgap,7,4,318,2.37,1,tedrg4
8,15,subjgap,8,4,251,-60.11,1,tedrg4
8,15,subjgap,9,4,278,-51.16,1,tedrg4
8,15,subjgap,10,4,304,-11.63,1,tedrg5
8,15,subjgap,11,5,404,88.37,1,tedrg5
8,15,subjgap,12,5,367,37.84,1,tedrg6
8,15,subjgap,13,5,326,1.35,1,tedrg6
8,15,subjgap,14,6,349,10.82,1,tedrg7
8,16,objgap,1,1,370,58.89,1,tedrg1
8,16,objgap,2,1,554,224.84,1,tedrg1
8,16,objgap,3,2,2457,2145.89,1,tedrg2
8,16,objgap,4,3,435,123.89,1,tedrg2
8,16,objgap,5,3,472,133.82,1,tedrg2
8,16,objgap,6,3,375,54.86,1,tedrg3
8,16,objgap,7,4,393,86.4,1,tedrg3
8,16,objgap,8,4,1078,766.89,1,tedrg4
8,16,objgap,9,4,293,-40.67,1,tedrg4
8,16,objgap,11,5,266,-49.63,1,tedrg5
8,16,objgap,12,5,551,244.4,1,tedrg6
8,16,objgap,13,5,201,-123.65,1,tedrg6
8,16,objgap,14,6,215,-100.63,1,tedrg7
8,16,objgap,15,6,205,-101.6,1,tedrg7
8,16,objgap,16,6,428,107.86,1,tedrg7
9,1,objgap,1,1,260,-122.1,1,tedrg1
9,1,objgap,2,1,627,244.18,1,tedrg1
9,1,objgap,3,2,237,-145.1,1,tedrg2
9,1,objgap,4,3,312,-70.1,1,tedrg2
9,1,objgap,5,3,315,-68.4,1,tedrg2
9,1,objgap,6,3,292,-90.25,1,tedrg3
9,1,objgap,7,4,357,-24.96,1,tedrg3
9,1,objgap,8,4,233,-149.1,1,tedrg4
9,1,objgap,9,4,292,-90.53,1,tedrg4
9,1,objgap,11,5,394,11.9,1,tedrg5
9,1,objgap,12,5,270,-112.53,1,tedrg6
9,1,objgap,13,5,202,-180.1,1,tedrg6
9,1,objgap,14,6,195,-186.81,1,tedrg7
9,1,objgap,15,6,248,-134.25,1,tedrg7
9,1,objgap,16,6,318,-64.53,1,tedrg7
9,2,subjgap,1,1,447,64.9,1,tedrg1
9,2,subjgap,2,1,241,-141.39,1,tedrg1
9,2,subjgap,3,2,1339,956.9,1,tedrg2
9,2,subjgap,4,3,1304,921.47,1,tedrg2
9,2,subjgap,5,3,261,-121.1,1,tedrg3
9,2,subjgap,6,3,293,-89.1,1,tedrg3
9,2,subjgap,7,4,356,-26.25,1,tedrg4
9,2,subjgap,8,4,474,91.9,1,tedrg4
9,2,subjgap,9,4,535,152.61,1,tedrg4
9,2,subjgap,11,5,304,-78.25,1,tedrg5
9,2,subjgap,12,5,319,-63.1,1,tedrg6
9,2,subjgap,13,5,352,-30.25,1,tedrg6
9,2,subjgap,14,6,420,37.18,1,tedrg7
9,3,objgap,1,1,503,120.9,1,tedrg1
9,3,objgap,2,1,240,-142.1,1,tedrg1
9,3,objgap,3,2,203,-179.1,1,tedrg2
9,3,objgap,4,3,581,198.9,1,tedrg2
9,3,objgap,5,3,385,2.75,1,tedrg2
9,3,objgap,6,3,296,-86.53,1,tedrg3
9,3,objgap,7,4,329,-53.25,1,tedrg3
9,3,objgap,8,4,449,66.9,1,tedrg4
9,3,objgap,9,4,352,-30.1,1,tedrg4
9,3,objgap,11,5,390,7.9,1,tedrg5
9,3,objgap,12,5,309,-73.25,1,tedrg6
9,3,objgap,13,5,216,-166.82,1,tedrg6
9,3,objgap,14,6,1390,1007.61,1,tedrg7
9,3,objgap,15,6,281,-101.82,1,tedrg7
9,3,objgap,16,6,436,54.04,1,tedrg7
9,3,objgap,17,6,236,-146.1,1,tedrg7
9,3,objgap,18,6,497,113.75,1,tedrg7
9,4,subjgap,1,1,367,-15.1,1,tedrg1
9,4,subjgap,2,1,636,253.47,1,tedrg1
9,4,subjgap,3,2,318,-64.1,1,tedrg2
9,4,subjgap,4,3,390,6.89,1,tedrg2
9,4,subjgap,5,3,369,-13.1,1,tedrg3
9,4,subjgap,6,3,277,-105.82,1,tedrg3
9,4,subjgap,7,4,275,-106.96,1,tedrg4
9,4,subjgap,8,4,297,-85.1,1,tedrg4
9,4,subjgap,9,4,295,-87.82,1,tedrg4
9,4,subjgap,11,5,23272,22889.9,1,tedrg5
9,4,subjgap,12,5,236,-146.53,1,tedrg6
9,4,subjgap,13,5,595,213.04,1,tedrg6
9,4,subjgap,14,6,281,-101.68,1,tedrg7
9,4,subjgap,15,6,346,-35.96,1,tedrg7
9,4,subjgap,16,6,263,-119.1,1,tedrg7
9,4,subjgap,17,6,267,-115.82,1,tedrg7
9,4,subjgap,18,6,375,-7.96,1,tedrg7
9,5,objgap,1,1,314,-68.1,1,tedrg1
9,5,objgap,2,1,382,-0.39,1,tedrg1
9,5,objgap,3,2,323,-59.1,1,tedrg2
9,5,objgap,4,3,314,-68.1,1,tedrg2
9,5,objgap,5,3,356,-26.53,1,tedrg2
9,5,objgap,6,3,779,396.75,1,tedrg3
9,5,objgap,7,4,388,6.04,1,tedrg3
9,5,objgap,8,4,260,-122.1,1,tedrg4
9,5,objgap,9,4,647,264.18,1,tedrg4
9,5,objgap,11,5,829,446.9,1,tedrg5
9,5,objgap,12,5,393,10.32,1,tedrg6
9,5,objgap,13,5,427,44.61,1,tedrg6
9,5,objgap,14,6,297,-85.1,1,tedrg7
9,5,objgap,15,6,330,-53.25,1,tedrg7
9,6,subjgap,1,1,443,60.9,1,tedrg1
9,6,subjgap,2,1,481,98.47,1,tedrg1
9,6,subjgap,3,2,420,37.9,1,tedrg2
9,6,subjgap,4,3,221,-161.68,1,tedrg2
9,6,subjgap,5,3,289,-93.1,1,tedrg3
9,6,subjgap,6,3,301,-81.53,1,tedrg3
9,6,subjgap,7,4,240,-141.96,1,tedrg4
9,6,subjgap,8,4,289,-93.1,1,tedrg4
9,6,subjgap,9,4,524,141.61,1,tedrg4
9,6,subjgap,11,5,357,-25.53,1,tedrg5
9,6,subjgap,12,5,307,-75.39,1,tedrg6
9,6,subjgap,13,5,293,-88.96,1,tedrg6
9,6,subjgap,14,6,233,-149.39,1,tedrg7
9,6,subjgap,15,6,255,-127.53,1,tedrg7
9,6,subjgap,16,6,271,-111.1,1,tedrg7
9,6,subjgap,17,6,214,-168.25,1,tedrg7
9,6,subjgap,18,6,218,-163.96,1,tedrg7
9,6,subjgap,19,6,312,-70.82,1,tedrg7
9,7,objgap,1,1,312,-70.1,0,tedrg1
9,7,objgap,2,1,379,-3.82,0,tedrg1
9,7,objgap,3,2,308,-74.1,0,tedrg2
9,7,objgap,4,3,233,-149.1,0,tedrg2
9,7,objgap,5,3,395,12.32,0,tedrg2
9,7,objgap,6,3,322,-61.25,0,tedrg3
9,7,objgap,7,4,334,-47.96,0,tedrg3
9,7,objgap,8,4,331,-51.1,0,tedrg4
9,7,objgap,9,4,218,-164.96,0,tedrg4
9,7,objgap,11,5,274,-108.1,0,tedrg5
9,7,objgap,12,5,267,-115.1,0,tedrg6
9,7,objgap,13,5,255,-127.96,0,tedrg6
9,7,objgap,14,6,294,-88.39,0,tedrg7
9,7,objgap,15,6,266,-116.39,0,tedrg7
9,8,subjgap,1,1,296,-86.1,0,tedrg1
9,8,subjgap,2,1,284,-99.25,0,tedrg1
9,8,subjgap,3,2,319,-63.1,0,tedrg2
9,8,subjgap,4,3,326,-57.25,0,tedrg2
9,8,subjgap,5,3,330,-52.1,0,tedrg3
9,8,subjgap,6,3,278,-104.53,0,tedrg3
9,8,subjgap,7,4,553,171.04,0,tedrg4
9,8,subjgap,8,4,229,-153.1,0,tedrg4
9,8,subjgap,9,4,298,-84.68,0,tedrg4
9,8,subjgap,11,5,274,-108.1,0,tedrg5
9,8,subjgap,12,5,360,-22.25,0,tedrg6
9,8,subjgap,13,5,655,272.61,0,tedrg6
9,8,subjgap,14,6,304,-79.11,0,tedrg7
9,8,subjgap,15,6,424,41.9,0,tedrg7
9,8,subjgap,16,6,258,-124.1,0,tedrg7
9,8,subjgap,17,6,338,-44.25,0,tedrg7
9,8,subjgap,18,6,319,-63.1,0,tedrg7
9,8,subjgap,19,6,351,-31.53,0,tedrg7
9,9,objgap,1,1,308,-74.1,1,tedrg1
9,9,objgap,2,1,393,10.61,1,tedrg1
9,9,objgap,3,2,319,-63.1,1,tedrg2
9,9,objgap,4,3,356,-26.1,1,tedrg2
9,9,objgap,5,3,209,-173.53,1,tedrg2
9,9,objgap,6,3,972,588.89,1,tedrg3
9,9,objgap,7,4,525,143.04,1,tedrg3
9,9,objgap,8,4,406,23.9,1,tedrg4
9,9,objgap,9,4,360,-22.82,1,tedrg4
9,9,objgap,11,5,446,63.61,1,tedrg5
9,9,objgap,12,5,450,67.75,1,tedrg6
9,9,objgap,13,5,334,-49.11,1,tedrg6
9,9,objgap,14,6,331,-50.96,1,tedrg7
9,9,objgap,15,6,264,-118.39,1,tedrg7
9,9,objgap,16,6,442,59.61,1,tedrg7
9,10,subjgap,1,1,233,-149.1,1,tedrg1
9,10,subjgap,2,1,506,123.04,1,tedrg1
9,10,subjgap,3,2,303,-79.1,1,tedrg2
9,10,subjgap,4,3,300,-82.53,1,tedrg2
9,10,subjgap,5,3,331,-51.1,1,tedrg3
9,10,subjgap,6,3,240,-142.68,1,tedrg3
9,10,subjgap,7,4,195,-187.25,1,tedrg4
9,10,subjgap,8,4,297,-85.1,1,tedrg4
9,10,subjgap,9,4,248,-134.39,1,tedrg4
9,10,subjgap,11,5,236,-146.1,1,tedrg5
9,10,subjgap,12,5,1103,719.46,1,tedrg6
9,10,subjgap,13,5,550,167.32,1,tedrg6
9,10,subjgap,14,6,252,-130.53,1,tedrg7
9,10,subjgap,15,6,282,-100.82,1,tedrg7
9,11,objgap,1,1,289,-93.1,1,tedrg1
9,11,objgap,2,1,476,93.47,1,tedrg1
9,11,objgap,3,2,341,-41.1,1,tedrg2
9,11,objgap,4,3,323,-59.1,1,tedrg2
9,11,objgap,5,3,269,-113.96,1,tedrg2
9,11,objgap,6,3,250,-132.82,1,tedrg3
9,11,objgap,7,4,522,140.04,1,tedrg3
9,11,objgap,8,4,275,-107.1,1,tedrg4
9,11,objgap,9,4,330,-52.68,1,tedrg4
9,11,objgap,11,5,286,-96.25,1,tedrg5
9,11,objgap,12,5,293,-88.96,1,tedrg6
9,11,objgap,13,5,401,18.18,1,tedrg6
9,11,objgap,14,6,442,59.61,1,tedrg7
9,12,subjgap,1,1,240,-142.1,0,tedrg1
9,12,subjgap,2,1,271,-112.25,0,tedrg1
9,12,subjgap,3,2,598,215.9,0,tedrg2
9,12,subjgap,4,3,293,-89.82,0,tedrg2
9,12,subjgap,5,3,289,-93.1,0,tedrg3
9,12,subjgap,6,3,277,-106.25,0,tedrg3
9,12,subjgap,7,4,442,60.04,0,tedrg4
9,12,subjgap,8,4,516,133.9,0,tedrg4
9,12,subjgap,9,4,296,-86.39,0,tedrg4
9,12,subjgap,11,5,225,-157.1,0,tedrg5
9,12,subjgap,12,5,293,-89.96,0,tedrg6
9,12,subjgap,13,5,345,-37.39,0,tedrg6
9,12,subjgap,14,6,293,-89.1,0,tedrg7
9,12,subjgap,15,6,244,-138.82,0,tedrg7
9,12,subjgap,16,6,367,-16.11,0,tedrg7
9,13,objgap,1,1,375,-7.1,1,tedrg1
9,13,objgap,2,1,452,69.18,1,tedrg1
9,13,objgap,3,2,249,-133.1,1,tedrg2
9,13,objgap,4,3,181,-201.1,1,tedrg2
9,13,objgap,5,3,270,-112.39,1,tedrg2
9,13,objgap,6,3,584,201.47,1,tedrg3
9,13,objgap,7,4,471,88.75,1,tedrg3
9,13,objgap,8,4,399,16.9,1,tedrg4
9,13,objgap,9,4,453,70.75,1,tedrg4
9,13,objgap,11,5,427,44.9,1,tedrg5
9,13,objgap,12,5,811,428.75,1,tedrg6
9,13,objgap,13,5,241,-141.1,1,tedrg6
9,13,objgap,14,6,267,-114.96,1,tedrg7
9,13,objgap,15,6,207,-175.82,1,tedrg7
9,13,objgap,16,6,405,21.6,1,tedrg7
9,14,subjgap,1,1,400,17.9,0,tedrg1
9,14,subjgap,2,1,334,-49.25,0,tedrg1
9,14,subjgap,3,2,337,-45.1,0,tedrg2
9,14,subjgap,4,3,256,-126.25,0,tedrg2
9,14,subjgap,5,3,343,-39.1,0,tedrg3
9,14,subjgap,6,3,333,-50.25,0,tedrg3
9,14,subjgap,7,4,252,-129.96,0,tedrg4
9,14,subjgap,8,4,211,-171.1,0,tedrg4
9,14,subjgap,9,4,203,-179.39,0,tedrg4
9,14,subjgap,11,5,244,-138.1,0,tedrg5
9,14,subjgap,12,5,343,-39.25,0,tedrg6
9,14,subjgap,13,5,244,-138.53,0,tedrg6
9,14,subjgap,14,6,270,-112.1,0,tedrg7
9,14,subjgap,15,6,295,-87.25,0,tedrg7
9,14,subjgap,16,6,266,-116.1,0,tedrg7
9,14,subjgap,17,6,311,-71.1,0,tedrg7
9,14,subjgap,18,6,304,-78.25,0,tedrg7
9,14,subjgap,19,6,334,-48.1,0,tedrg7
9,14,subjgap,20,6,415,32.47,0,tedrg7
9,15,objgap,1,1,294,-88.1,1,tedrg1
9,15,objgap,2,1,234,-148.82,1,tedrg1
9,15,objgap,3,2,199,-183.1,1,tedrg2
9,15,objgap,4,3,173,-209.1,1,tedrg2
9,15,objgap,5,3,158,-224.39,1,tedrg2
9,15,objgap,6,3,379,-3.53,1,tedrg3
9,15,objgap,7,4,233,-149.25,1,tedrg3
9,15,objgap,8,4,383,0.9,1,tedrg4
9,15,objgap,9,4,238,-144.68,1,tedrg4
9,15,objgap,10,4,173,-209.25,1,tedrg5
9,15,objgap,11,5,244,-138.25,1,tedrg5
9,15,objgap,12,5,184,-198.68,1,tedrg6
9,15,objgap,13,5,267,-115.53,1,tedrg6
9,15,objgap,14,6,271,-111.96,1,tedrg7
9,16,subjgap,1,1,275,-107.1,1,tedrg1
9,16,subjgap,2,1,314,-68.68,1,tedrg1
9,16,subjgap,3,2,285,-97.1,1,tedrg2
9,16,subjgap,4,3,297,-85.39,1,tedrg2
9,16,subjgap,5,3,363,-19.1,1,tedrg3
9,16,subjgap,6,3,295,-87.96,1,tedrg3
9,16,subjgap,7,4,368,-13.96,1,tedrg4
9,16,subjgap,8,4,248,-134.1,1,tedrg4
9,16,subjgap,9,4,278,-104.82,1,tedrg4
9,16,subjgap,11,5,330,-52.25,1,tedrg5
9,16,subjgap,12,5,553,171.04,1,tedrg6
9,16,subjgap,13,5,270,-112.53,1,tedrg6
9,16,subjgap,14,6,245,-137.25,1,tedrg7
9,16,subjgap,15,6,337,-44.96,1,tedrg7
9,16,subjgap,16,6,207,-175.39,1,tedrg7
10,1,subjgap,1,1,224,-31.85,1,tedrg1
10,1,subjgap,2,1,248,-17.05,1,tedrg1
10,1,subjgap,3,2,264,8.15,1,tedrg2
10,1,subjgap,4,3,229,-28.69,1,tedrg2
10,1,subjgap,5,3,245,-10.85,1,tedrg3
10,1,subjgap,6,3,181,-91.4,1,tedrg3
10,1,subjgap,7,4,484,229.99,1,tedrg4
10,1,subjgap,8,4,242,-13.85,1,tedrg4
10,1,subjgap,9,4,234,-27.37,1,tedrg4
10,1,subjgap,11,5,238,-17.85,1,tedrg5
10,1,subjgap,12,5,214,-47.37,1,tedrg6
10,1,subjgap,13,5,240,-15.85,1,tedrg6
10,1,subjgap,14,6,315,62.83,1,tedrg7
10,1,subjgap,15,6,241,-16.69,1,tedrg7
10,1,subjgap,16,6,340,78.63,1,tedrg7
10,2,objgap,1,1,234,-21.85,1,tedrg1
10,2,objgap,2,1,233,-26.53,1,tedrg1
10,2,objgap,3,2,259,3.15,1,tedrg2
10,2,objgap,4,3,266,10.15,1,tedrg2
10,2,objgap,5,3,279,23.15,1,tedrg2
10,2,objgap,6,3,230,-31.37,1,tedrg3
10,2,objgap,7,4,255,-2.69,1,tedrg3
10,2,objgap,8,4,245,-10.85,1,tedrg4
10,2,objgap,9,4,245,-14.53,1,tedrg4
10,2,objgap,11,5,258,0.31,1,tedrg5
10,2,objgap,12,5,256,0.15,1,tedrg6
10,2,objgap,13,5,340,82.31,1,tedrg6
10,2,objgap,14,6,293,27.95,1,tedrg7
10,3,subjgap,1,1,255,-0.85,1,tedrg1
10,3,subjgap,2,1,260,4.15,1,tedrg1
10,3,subjgap,3,2,238,-17.85,1,tedrg2
10,3,subjgap,4,3,210,-51.37,1,tedrg2
10,3,subjgap,5,3,244,-11.85,1,tedrg3
10,3,subjgap,6,3,244,-13.69,1,tedrg3
10,3,subjgap,7,4,212,-45.69,1,tedrg4
10,3,subjgap,8,4,233,-22.85,1,tedrg4
10,3,subjgap,9,4,218,-37.85,1,tedrg4
10,3,subjgap,11,5,229,-26.85,1,tedrg5
10,3,subjgap,12,5,240,-17.69,1,tedrg6
10,3,subjgap,13,5,222,-43.05,1,tedrg6
10,3,subjgap,14,6,199,-60.53,1,tedrg7
10,3,subjgap,15,6,244,-21.05,1,tedrg7
10,3,subjgap,16,6,256,1.99,1,tedrg7
10,3,subjgap,17,6,224,-31.85,1,tedrg7
10,3,subjgap,18,6,378,107.44,1,tedrg7
10,4,objgap,1,1,282,26.15,1,tedrg1
10,4,objgap,2,1,275,13.63,1,tedrg1
10,4,objgap,3,2,255,-0.85,1,tedrg2
10,4,objgap,4,3,231,-24.85,1,tedrg2
10,4,objgap,5,3,252,-13.05,1,tedrg2
10,4,objgap,6,3,218,-50.72,1,tedrg3
10,4,objgap,7,4,233,-21.01,1,tedrg3
10,4,objgap,8,4,244,-11.85,1,tedrg4
10,4,objgap,9,4,219,-46.05,1,tedrg4
10,4,objgap,11,5,262,6.15,1,tedrg5
