subject,session,block,trial,set_size,response_size_list,response_size_new_words,tested,response,response_category,rt
12,3,2,22,6,4,0,4,138,1,5.469
12,3,2,23,4,1,1,1,754,1,1.764
12,3,2,24,2,2,2,1,280,1,0.87
12,3,2,25,6,2,2,2,175,1,3.083
12,3,2,26,8,6,0,5,626,1,5.016
12,3,2,27,4,2,2,4,1027,1,0.886
12,3,2,28,8,1,1,1,1136,1,1.352
12,3,3,1,6,6,0,4,241,1,2.346
12,3,3,2,8,4,0,5,2,1,1.298
12,3,3,3,8,2,2,2,902,1,2.902
12,3,3,4,8,6,0,2,641,1,4.745
12,3,3,5,4,2,2,2,576,1,4.651
12,3,3,6,8,4,4,5,533,1,1.853
12,3,3,7,4,0,0,3,272,1,-1
12,3,3,8,2,1,1,2,253,1,1.517
12,3,3,9,6,2,0,1,402,1,1.487
12,3,3,10,6,4,0,1,992,1,1.456
12,3,3,11,2,2,2,2,131,1,1.119
12,3,3,12,6,4,4,4,507,1,11.103
12,3,3,13,8,0,0,5,405,1,-1
12,3,3,14,8,8,0,8,1162,1,1.305
12,3,3,15,4,4,0,3,669,1,1.493
12,3,3,16,8,8,4,2,928,1,2.735
12,3,3,17,4,2,0,2,937,1,1.023
12,3,3,18,6,0,0,5,681,1,-1
12,3,3,19,4,4,4,4,951,1,1.49
12,3,3,20,6,1,1,5,1122,1,1.405
12,3,3,21,4,1,1,4,808,1,1.002
12,3,3,22,8,6,4,8,237,1,3.333
12,3,3,23,8,2,0,4,442,2,7.434
12,3,3,24,6,6,4,5,404,1,3.005
12,3,3,25,2,2,0,2,548,1,1.076
12,3,3,26,8,1,1,6,609,1,2.058
12,3,3,27,6,2,2,3,1117,1,7.232
12,3,3,28,2,0,0,2,249,1,-1
12,3,4,1,8,8,4,3,110,1,9.128
12,3,4,2,8,0,0,8,429,1,-1
12,3,4,3,6,6,4,3,12,1,4.529
12,3,4,4,8,4,4,2,905,1,2.873
12,3,4,5,4,0,0,1,896,1,-1
12,3,4,6,6,4,4,5,1170,1,1.296
12,3,4,7,6,0,0,2,783,1,-1
12,3,4,8,8,1,1,5,1189,1,1.521
12,3,4,9,4,4,4,3,493,1,1.391
12,3,4,10,4,1,1,2,1000,1,1.666
12,3,4,11,6,2,2,5,1031,1,1.24
12,3,4,12,4,2,2,1,484,1,1.045
12,3,4,13,8,6,4,2,730,1,5.757
12,3,4,14,2,1,1,1,1180,1,1.025
12,3,4,15,6,6,0,3,725,1,2.279
12,3,4,16,2,0,0,1,435,1,-1
12,3,4,17,8,8,0,6,97,1,2.654
12,3,4,18,8,2,0,1,125,1,1.835
12,3,4,19,6,1,1,6,218,1,1.004
12,3,4,20,2,2,2,1,889,1,0.915
12,3,4,21,8,2,2,8,963,1,2.538
12,3,4,22,8,6,0,6,338,1,1.496
12,3,4,23,4,2,0,3,352,1,1.593
12,3,4,24,6,4,0,6,441,1,2.332
12,3,4,25,8,4,0,8,86,1,1.371
12,3,4,26,4,4,0,1,1121,1,1.551
12,3,4,27,2,2,0,1,1196,1,0.938
12,3,4,28,6,2,0,3,317,1,1.176
12,3,5,1,2,2,0,2,515,1,1.202
12,3,5,2,6,6,4,6,571,1,1.995
12,3,5,3,4,4,4,4,684,1,1.643
12,3,5,4,4,2,0,1,616,1,1.018
12,3,5,5,6,0,0,3,716,1,-1
12,3,5,6,4,4,0,2,217,2,2.525
12,3,5,7,8,6,4,3,143,1,4.739
12,3,5,8,8,6,0,7,1041,1,6.355
12,3,5,9,8,4,4,1,1094,1,1.732
12,3,5,10,6,4,0,3,1050,1,2.451
12,3,5,11,4,2,2,4,534,1,2.517
12,3,5,12,6,6,0,2,1010,1,2.627
12,3,5,13,4,0,0,3,844,1,-1
12,3,5,14,4,1,1,3,1174,1,1.083
12,3,5,15,8,1,1,2,296,1,1.379
12,3,5,16,2,2,2,1,511,1,0.835
12,3,5,17,8,4,0,3,707,1,6.482
12,3,5,18,8,2,0,7,573,1,1.525
12,3,5,19,6,4,4,6,166,1,1.097
12,3,5,20,6,2,0,5,516,1,3.664
12,3,5,21,8,2,2,3,191,1,10.235
12,3,5,22,6,2,2,1,133,1,1.274
12,3,5,23,8,8,0,2,326,1,7.04
12,3,5,24,2,0,0,2,266,1,-1
12,3,5,25,8,8,4,4,343,2,18.491
12,3,5,26,2,1,1,2,383,1,0.977
12,3,5,27,6,1,1,3,450,1,1.165
12,3,5,28,8,0,0,7,952,1,-1
12,3,6,1,6,0,0,4,763,2,-1
12,3,6,2,2,2,0,1,655,1,1.001
12,3,6,3,6,1,1,2,918,1,1.633
12,3,6,4,4,4,0,1,945,1,1.756
12,3,6,5,6,4,0,5,803,1,0.901
12,3,6,6,8,8,0,5,165,2,1.44
12,3,6,7,8,4,0,2,1041,1,5.392
12,3,6,8,6,2,2,4,315,1,3.551
12,3,6,9,6,4,4,2,962,1,4.502
12,3,6,10,2,1,1,1,1072,1,1.055
12,3,6,11,8,2,2,5,934,2,0.941
12,3,6,12,6,6,0,6,1043,1,1.956
12,3,6,13,8,8,4,6,139,1,3.104
12,3,6,14,4,1,1,4,589,1,1.462
12,3,6,15,8,6,4,4,16,2,22.403
12,3,6,16,8,4,4,8,862,1,1.338
12,3,6,17,8,2,0,5,208,1,1.281
12,3,6,18,6,2,0,6,562,1,0.956
12,3,6,19,2,0,0,1,771,1,-1
12,3,6,20,4,2,2,1,691,1,1.165
12,3,6,21,4,0,0,2,176,1,-1
12,3,6,22,2,2,2,2,842,1,1.427
12,3,6,23,8,1,1,7,710,1,1.412
12,3,6,24,8,0,0,2,143,1,-1
12,3,6,25,8,6,0,8,138,1,2.547
12,3,6,26,4,2,0,2,1113,1,1.077
12,3,6,27,6,6,4,2,561,1,6.227
12,3,6,28,4,4,4,3,1044,1,1.728
12,3,7,1,2,2,0,2,1120,1,0.84
12,3,7,2,8,8,4,5,725,2,3.881
12,3,7,3,8,8,0,4,1046,1,1.262
12,3,7,4,8,2,0,6,170,1,1.699
12,3,7,5,4,1,1,2,1129,1,0.878
12,3,7,6,6,6,4,4,255,1,2.893
12,3,7,7,6,0,0,1,1188,1,-1
12,3,7,8,6,2,2,1,413,1,2.797
12,3,7,9,8,6,4,5,499,1,3.73
12,3,7,10,4,4,4,1,156,1,1.83
12,3,7,11,2,2,2,1,1114,1,1.245
12,3,7,12,2,1,1,2,621,1,1.579
12,3,7,13,4,2,2,2,928,1,1.11
12,3,7,14,8,6,0,3,94,1,9.219
12,3,7,15,8,1,1,8,60,1,1.434
12,3,7,16,2,0,0,2,306,1,-1
12,3,7,17,6,1,1,3,685,1,1.876
12,3,7,18,6,6,0,5,433,1,2.577
12,3,7,19,4,2,0,4,882,1,1.333
12,3,7,20,8,0,0,3,1111,2,-1
12,3,7,21,4,0,0,1,425,1,-1
12,3,7,22,8,2,2,6,960,1,2.019
12,3,7,23,6,4,4,1,278,1,2.962
12,3,7,24,6,4,0,3,915,1,1.716
12,3,7,25,8,4,4,4,987,2,6.527
12,3,7,26,6,2,0,3,523,2,2.059
12,3,7,27,8,4,0,7,319,1,2.209
12,3,7,28,4,4,0,3,631,1,1.991
12,3,8,1,4,4,4,2,158,1,2.169
12,3,8,2,6,2,0,6,563,1,1.297
12,3,8,3,6,0,0,2,1156,1,-1
12,3,8,4,4,1,1,1,574,1,1.092
12,3,8,5,8,6,4,6,503,2,11.79
12,3,8,6,6,1,1,5,739,1,1.034
12,3,8,7,8,2,0,3,657,1,4.258
12,3,8,8,8,4,0,1,380,1,2.436
12,3,8,9,2,1,1,1,557,1,0.962
12,3,8,10,6,6,4,2,50,1,4.908
12,3,8,11,8,1,1,4,1127,1,1.456
12,3,8,12,8,0,0,1,315,3,-1
12,3,8,13,8,2,2,7,728,1,1.602
12,3,8,14,6,2,2,2,771,1,19.993
12,3,8,15,6,4,4,2,709,1,7.468
12,3,8,16,8,6,0,4,763,2,7.506
12,3,8,17,6,6,0,6,310,1,1.916
12,3,8,18,8,8,0,1,974,1,4.083
12,3,8,19,6,4,0,4,1093,1,1.141
12,3,8,20,4,2,2,3,216,1,1.259
12,3,8,21,2,0,0,1,650,1,-1
12,3,8,22,2,2,0,1,1072,1,0.827
12,3,8,23,8,4,4,6,416,1,2.968
12,3,8,24,4,2,0,3,1103,1,0.766
12,3,8,25,8,8,4,1,813,1,4.775
12,3,8,26,4,0,0,4,1081,1,-1
12,3,8,27,2,2,2,2,963,1,1.293
12,3,8,28,4,4,0,4,176,1,0.909
13,1,1,1,4,4,0,2,429,1,1.263
13,1,1,2,6,0,0,1,1133,1,-1
13,1,1,3,6,4,4,1,706,1,3.814
13,1,1,4,2,2,0,1,235,1,1.237
13,1,1,5,2,1,1,1,654,1,1.027
13,1,1,6,6,2,0,4,48,1,3.413
13,1,1,7,6,4,0,6,537,1,2.608
13,1,1,8,8,1,1,1,781,1,2.486
13,1,1,9,6,1,1,6,1100,1,1.787
13,1,1,10,4,4,4,3,408,1,2.024
13,1,1,11,8,6,4,5,78,1,3.767
13,1,1,12,8,4,0,4,1103,2,6.176
13,1,1,13,8,6,0,4,36,2,4.666
13,1,1,14,8,0,0,6,373,1,-1
13,1,1,15,4,0,0,2,334,1,-1
13,1,1,16,6,6,4,1,827,1,10.261
13,1,1,17,8,2,2,4,269,1,7.424
13,1,1,18,4,2,0,3,1154,1,2.862
13,1,1,19,8,4,4,3,192,1,4.669
13,1,1,20,8,8,0,5,1062,1,7.632
13,1,1,21,4,2,2,3,1152,1,1.701
13,1,1,22,6,2,2,5,366,1,2.113
13,1,1,23,4,1,1,4,1130,1,2.21
13,1,1,24,2,2,2,2,835,1,1.376
13,1,1,25,2,0,0,2,913,1,-1
13,1,1,26,8,2,0,1,758,1,2.836
13,1,1,27,8,8,4,6,1182,1,3.577
13,1,1,28,6,6,0,6,496,2,1.794
13,1,2,1,6,2,2,4,177,1,2.176
13,1,2,2,8,6,4,3,975,2,4.46
13,1,2,3,6,4,0,2,39,2,4.098
13,1,2,4,4,4,4,4,641,1,3.775
13,1,2,5,8,8,4,5,850,1,5.775
13,1,2,6,8,8,0,7,605,2,3.502
13,1,2,7,2,0,0,1,697,1,-1
13,1,2,8,2,2,2,1,1064,1,1.254
13,1,2,9,6,6,4,6,167,1,2.154
13,1,2,10,6,0,0,4,86,1,-1
13,1,2,11,6,4,4,4,648,1,4.701
13,1,2,12,6,1,1,5,326,1,2.021
13,1,2,13,4,0,0,4,190,1,-1
13,1,2,14,8,1,1,6,416,1,2.477
13,1,2,15,2,2,0,2,353,1,1.02
13,1,2,16,4,2,2,2,1136,1,1.917
13,1,2,17,8,0,0,4,734,2,-1
13,1,2,18,6,2,0,1,597,1,2.433
13,1,2,19,6,6,0,4,392,1,5.579
13,1,2,20,4,1,1,2,941,1,1.646
13,1,2,21,8,4,0,3,696,1,2.615
13,1,2,22,8,4,4,5,695,1,10.155
13,1,2,23,2,1,1,2,484,1,2.161
13,1,2,24,8,2,2,5,744,2,5.075
13,1,2,25,8,2,0,3,219,1,3.329
13,1,2,26,4,4,0,1,426,1,1.728
13,1,2,27,4,2,0,1,98,1,2.146
13,1,2,28,8,6,0,1,963,1,3.445
13,1,3,1,2,1,1,2,915,1,1.65
13,1,3,2,8,2,0,6,937,1,2.805
13,1,3,3,4,4,4,2,1107,1,1.258
13,1,3,4,8,4,0,5,1047,1,2.208
13,1,3,5,2,0,0,2,197,1,-1
13,1,3,6,4,2,2,4,616,1,2.307
13,1,3,7,6,2,2,6,998,1,1.976
13,1,3,8,8,1,1,5,1129,1,4.34
13,1,3,9,6,4,0,1,1,1,2.623
13,1,3,10,6,4,4,3,515,2,5.238
13,1,3,11,2,2,0,2,681,1,1.467
13,1,3,12,8,0,0,2,96,2,-1
13,1,3,13,6,6,0,5,1091,2,4.789
13,1,3,14,4,4,0,3,239,1,2.085
13,1,3,15,4,1,1,3,91,1,1.418
13,1,3,16,6,2,0,5,802,1,2.365
13,1,3,17,8,8,0,3,1193,2,6.752
13,1,3,18,8,2,2,8,259,1,1.996
13,1,3,19,8,6,4,8,1052,1,2.263
13,1,3,20,8,8,4,3,208,2,9.587
13,1,3,21,8,4,4,7,628,1,8.444
13,1,3,22,6,1,1,4,31,1,3.496
13,1,3,23,2,2,2,1,741,1,1.211
13,1,3,24,4,0,0,1,1146,1,-1
13,1,3,25,4,2,0,2,452,1,2.29
13,1,3,26,6,0,0,5,640,1,-1
13,1,3,27,6,6,4,2,693,1,3.469
13,1,3,28,8,6,0,3,762,1,7.603
13,1,4,1,2,2,2,2,394,1,2.001
13,1,4,2,8,2,0,2,607,1,26.149
13,1,4,3,8,2,2,6,116,1,2.31
13,1,4,4,8,4,4,1,627,3,18.206
13,1,4,5,4,2,0,4,711,1,1.643
13,1,4,6,8,6,4,4,670,2,3.93
13,1,4,7,4,0,0,3,948,1,-1
13,1,4,8,4,4,4,1,511,1,13.614
13,1,4,9,8,8,0,4,1078,1,2.915
13,1,4,10,6,6,0,1,1196,1,10.989
13,1,4,11,2,1,1,1,447,1,1.779
13,1,4,12,6,6,4,4,486,1,14.936
13,1,4,13,8,1,1,8,651,1,2.942
13,1,4,14,8,4,0,8,553,1,2.234
13,1,4,15,2,0,0,1,438,1,-1
13,1,4,16,2,2,0,1,907,1,11.085
13,1,4,17,6,0,0,2,1011,1,-1
13,1,4,18,4,2,2,1,1057,1,1.836
13,1,4,19,4,1,1,1,666,1,1.796
13,1,4,20,6,2,2,2,1049,1,3.166
13,1,4,21,4,4,0,4,900,1,2.11
13,1,4,22,8,0,0,3,305,1,-1
13,1,4,23,6,2,0,2,292,2,6.855
13,1,4,24,6,1,1,2,530,1,3.447
13,1,4,25,6,4,4,5,922,1,3.061
13,1,4,26,8,8,4,2,175,1,13.28
13,1,4,27,6,4,0,5,1071,1,3.577
13,1,4,28,8,6,0,8,1161,1,1.789
13,1,5,1,6,2,2,3,107,3,5.134
13,1,5,2,8,2,0,8,992,1,6.653
13,1,5,3,4,0,0,1,570,1,-1
13,1,5,4,2,1,1,2,723,1,1.48
13,1,5,5,4,4,4,3,927,1,2.28
13,1,5,6,2,2,2,1,195,1,1.891
13,1,5,7,8,2,2,2,393,1,6.374
13,1,5,8,6,6,4,3,903,1,3.279
13,1,5,9,8,4,0,6,784,1,9.982
13,1,5,10,4,4,0,2,503,1,2.122
13,1,5,11,8,1,1,3,265,1,3.485
13,1,5,12,4,1,1,4,128,1,2.662
13,1,5,13,6,2,0,3,955,1,4.813
13,1,5,14,8,6,0,7,1033,1,3.741
13,1,5,15,8,6,4,7,313,1,2.01
13,1,5,16,8,0,0,7,690,1,-1
13,1,5,17,8,4,4,4,786,2,4.961
13,1,5,18,4,2,2,1,66,1,1.688
13,1,5,19,6,0,0,3,449,1,-1
13,1,5,20,6,1,1,3,202,1,5.129
13,1,5,21,6,4,4,2,355,1,1.902
13,1,5,22,2,2,0,1,346,1,1.181
13,1,5,23,4,2,0,3,1018,1,2.019
13,1,5,24,2,0,0,2,246,1,-1
13,1,5,25,8,8,0,6,272,2,6.354
13,1,5,26,6,6,0,2,349,1,3.916
13,1,5,27,6,4,0,4,793,1,2.858
13,1,5,28,8,8,4,7,399,1,2.17
13,1,6,1,8,4,0,7,428,1,3.485
13,1,6,2,2,2,0,2,45,1,2.578
13,1,6,3,2,2,2,2,465,1,1.06
13,1,6,4,8,0,0,1,239,2,-1
13,1,6,5,8,8,4,1,142,1,3.273
13,1,6,6,2,0,0,1,1029,1,-1
13,1,6,7,8,8,0,2,655,2,5.689
13,1,6,8,6,6,4,5,671,1,33.056
13,1,6,9,6,4,4,6,806,1,3.011
13,1,6,10,8,4,4,8,184,1,2.655
13,1,6,11,8,1,1,7,94,1,2.748
13,1,6,12,6,2,0,6,64,1,2.42
13,1,6,13,4,4,0,1,848,1,3.368
13,1,6,14,6,6,0,3,660,1,9.492
13,1,6,15,4,2,2,3,155,1,3.661
13,1,6,16,8,6,4,2,5,2,4.145
13,1,6,17,8,2,0,4,590,2,3.353
13,1,6,18,2,1,1,1,792,1,3.292
13,1,6,19,4,2,0,2,710,1,2.374
13,1,6,20,6,2,2,1,501,1,3.765
13,1,6,21,6,0,0,6,443,1,-1
13,1,6,22,6,1,1,1,1168,1,2.929
13,1,6,23,4,4,4,4,951,1,2.264
13,1,6,24,4,1,1,1,337,1,1.27
13,1,6,25,4,0,0,3,721,1,-1
13,1,6,26,8,2,2,3,952,2,7.542
13,1,6,27,6,4,0,3,361,1,2.611
13,1,6,28,8,6,0,2,468,2,2.678
13,1,7,1,6,2,0,4,630,1,1.629
13,1,7,2,6,1,1,6,809,1,2.27
13,1,7,3,2,1,1,1,10,1,0.891
13,1,7,4,8,4,0,2,325,1,4.933
13,1,7,5,8,2,0,7,752,1,2.448
13,1,7,6,8,4,4,2,196,2,5.063
13,1,7,7,8,6,4,1,513,2,3.965
13,1,7,8,8,0,0,8,873,1,-1
13,1,7,9,6,6,4,5,1034,1,1.801
13,1,7,10,6,6,0,3,74,2,3.236
13,1,7,11,8,2,2,7,537,1,3.797
13,1,7,12,4,2,0,1,94,1,1.996
13,1,7,13,6,4,4,4,931,1,3.339
13,1,7,14,8,8,4,8,806,1,3.421
13,1,7,15,4,1,1,2,1131,1,1.494
13,1,7,16,8,6,0,6,1121,2,6.265
13,1,7,17,4,2,2,2,516,1,1.054
13,1,7,18,8,8,0,1,1188,1,5.909
13,1,7,19,6,0,0,1,961,1,-1
13,1,7,20,8,1,1,2,463,1,3.297
13,1,7,21,6,2,2,2,410,1,2.085
13,1,7,22,4,4,0,3,604,1,2.195
13,1,7,23,6,4,0,6,368,1,1.934
13,1,7,24,4,4,4,1,962,1,1.94
13,1,7,25,2,2,2,1,32,1,1.573
13,1,7,26,2,0,0,2,31,1,-1
13,1,7,27,2,2,0,1,20,2,1.142
13,1,7,28,4,0,0,4,481,1,-1
13,2,1,1,6,2,0,1,686,1,1.023
13,2,1,2,8,4,0,3,155,2,3.565
13,2,1,3,4,4,4,3,290,1,1.808
13,2,1,4,4,4,0,3,696,1,0.914
13,2,1,5,4,1,1,3,656,1,0.849
13,2,1,6,6,2,2,6,652,1,2.418
13,2,1,7,4,2,0,4,60,1,1.564
13,2,1,8,6,6,4,1,722,1,1.979
13,2,1,9,6,1,1,1,996,1,2.6
13,2,1,10,8,4,4,3,47,2,7.888
13,2,1,11,6,4,0,6,769,1,1.508
13,2,1,12,2,2,0,1,487,1,1.002
13,2,1,13,6,6,0,5,131,1,2.316
13,2,1,14,8,8,4,5,484,2,6.178
13,2,1,15,8,0,0,5,368,2,-1
13,2,1,16,6,4,4,1,110,1,4.182
13,2,1,17,8,8,0,8,191,1,1.21
13,2,1,18,8,6,0,1,506,1,4.065
13,2,1,19,2,0,0,2,385,1,-1
13,2,1,20,4,0,0,3,100,1,-1
13,2,1,21,8,1,1,8,889,1,1.196
13,2,1,22,2,1,1,2,804,1,0.983
13,2,1,23,8,6,4,2,1011,1,8.99
13,2,1,24,2,2,2,1,619,1,1.029
13,2,1,25,8,2,0,6,812,1,3.241
13,2,1,26,6,0,0,3,124,2,-1
13,2,1,27,4,2,2,1,868,1,2.089
13,2,1,28,8,2,2,2,1166,2,4.593
13,2,2,1,4,1,1,4,322,1,1.894
13,2,2,2,6,2,2,1,867,1,2.55
13,2,2,3,8,0,0,2,292,2,-1
13,2,2,4,4,2,2,3,940,1,1.219
13,2,2,5,4,4,4,4,718,1,2.527
13,2,2,6,8,8,0,3,238,1,2.594
13,2,2,7,6,6,0,4,1092,1,11.206
13,2,2,8,2,1,1,1,730,1,0.885
13,2,2,9,4,4,0,1,462,1,1.12
13,2,2,10,6,1,1,3,424,1,1.138
13,2,2,11,8,4,0,6,426,1,2.098
13,2,2,12,6,0,0,2,45,3,-1
13,2,2,13,8,6,0,7,213,1,2.7
13,2,2,14,8,2,2,8,775,1,1.69
13,2,2,15,2,2,2,2,924,1,1.441
13,2,2,16,8,2,0,7,411,1,2.8
13,2,2,17,4,2,0,2,61,1,1.36
13,2,2,18,2,2,0,2,992,1,1.182
13,2,2,19,8,1,1,5,916,1,3.707
13,2,2,20,8,8,4,4,314,1,2.949
13,2,2,21,6,6,4,5,548,1,2.292
13,2,2,22,8,6,4,5,307,2,4.113
13,2,2,23,6,4,4,4,808,1,4.572
13,2,2,24,2,0,0,1,856,1,-1
13,2,2,25,6,2,0,2,386,1,1.908
13,2,2,26,4,0,0,4,698,1,-1
13,2,2,27,6,4,0,3,576,2,4.023
13,2,2,28,8,4,4,8,648,1,2.117
13,2,3,1,2,2,2,2,310,1,2.082
13,2,3,2,6,6,0,6,640,1,1.897
13,2,3,3,4,1,1,1,184,1,1.166
13,2,3,4,8,0,0,4,413,1,-1
13,2,3,5,8,6,0,4,28,1,2.851
13,2,3,6,8,2,0,8,745,1,1.406
13,2,3,7,6,1,1,6,161,1,1.19
13,2,3,8,2,0,0,1,1187,1,-1
13,2,3,9,8,6,4,7,524,1,5.411
13,2,3,10,6,0,0,1,205,3,-1
13,2,3,11,4,4,4,1,1055,1,1.707
13,2,3,12,8,8,4,7,69,1,3.182
13,2,3,13,6,6,4,4,510,1,3.45
13,2,3,14,6,2,0,3,834,1,3.21
13,2,3,15,8,4,4,2,112,2,6.744
13,2,3,16,6,2,2,2,1150,1,4.357
13,2,3,17,8,2,2,7,1004,2,3.664
13,2,3,18,4,4,0,4,1087,1,1.381
13,2,3,19,4,2,2,2,678,1,1.614
13,2,3,20,4,0,0,2,1052,1,-1
13,2,3,21,2,1,1,2,641,1,0.87
13,2,3,22,8,4,0,8,463,1,1.54
13,2,3,23,2,2,0,2,497,1,1.5
13,2,3,24,6,4,0,5,227,1,2.911
13,2,3,25,6,4,4,2,6,1,11.586
13,2,3,26,8,8,0,2,1180,2,8.563
13,2,3,27,8,1,1,1,318,1,2.854
13,2,3,28,4,2,0,3,1006,1,2.159
13,2,4,1,6,6,4,6,312,1,2.067
13,2,4,2,2,1,1,1,1193,1,0.754
13,2,4,3,8,0,0,7,144,1,-1
13,2,4,4,6,6,0,2,1162,2,8.147
13,2,4,5,4,4,4,2,533,1,2.078
13,2,4,6,6,2,0,4,440,1,1.689
13,2,4,7,4,2,2,4,485,1,1.787
13,2,4,8,8,1,1,7,549,1,1.566
13,2,4,9,8,4,4,1,681,1,6.557
13,2,4,10,6,1,1,5,839,1,1.699
13,2,4,11,6,0,0,5,544,1,-1
13,2,4,12,8,4,0,1,173,2,6.374
13,2,4,13,4,2,0,1,1100,1,1.535
13,2,4,14,8,6,0,8,222,1,1.8
13,2,4,15,4,4,0,2,1133,1,2.078
13,2,4,16,6,4,4,3,604,1,1.394
13,2,4,17,8,8,4,3,1154,2,6.952
13,2,4,18,2,0,0,2,283,1,-1
13,2,4,19,6,2,2,5,118,1,2.799
13,2,4,20,8,2,2,3,805,2,4.564
13,2,4,21,8,2,0,3,276,1,3.132
13,2,4,22,8,8,0,4,822,2,8.698
13,2,4,23,4,0,0,1,855,1,-1
13,2,4,24,2,2,2,1,57,1,1.143
13,2,4,25,2,2,0,1,1124,1,3.491
13,2,4,26,8,6,4,4,268,2,3.629
13,2,4,27,4,1,1,2,263,1,1.876
13,2,4,28,6,4,0,2,1069,1,1.594
13,2,5,1,8,2,0,1,602,2,3.251
13,2,5,2,2,0,0,1,473,1,-1
13,2,5,3,4,1,1,4,96,1,1.877
13,2,5,4,8,0,0,1,45,3,-1
13,2,5,5,8,6,4,1,957,1,6.149
13,2,5,6,4,0,0,2,559,1,-1
13,2,5,7,6,2,0,6,799,1,2.848
13,2,5,8,6,1,1,4,813,1,4.659
13,2,5,9,8,8,0,5,321,1,5.298
13,2,5,10,4,2,2,4,77,1,1.332
13,2,5,11,8,1,1,2,168,1,2.43
13,2,5,12,6,6,4,2,999,2,6.26
13,2,5,13,6,4,4,6,258,1,1.242
13,2,5,14,6,2,2,3,494,2,3.669
13,2,5,15,8,8,4,2,556,1,6.872
13,2,5,16,6,6,0,3,4,2,1.433
13,2,5,17,8,4,4,5,83,2,9.278
13,2,5,18,4,2,0,1,68,1,1.738
13,2,5,19,8,2,2,6,486,1,2.054
13,2,5,20,2,2,2,1,433,1,1.722
13,2,5,21,6,4,0,4,1063,1,2.143
13,2,5,22,8,6,0,6,1102,1,2.723
13,2,5,23,2,2,0,2,26,1,0.968
13,2,5,24,4,4,0,4,1115,1,1.69
13,2,5,25,6,0,0,4,381,1,-1
13,2,5,26,8,4,0,5,707,2,4.591
13,2,5,27,4,4,4,4,635,1,1.872
13,2,5,28,2,1,1,1,937,1,1.003
13,2,6,1,8,0,0,6,837,1,-1
13,2,6,2,4,1,1,3,658,1,1.874
13,2,6,3,2,0,0,2,1003,1,-1
13,2,6,4,4,4,0,3,915,1,2.208
13,2,6,5,8,8,4,8,362,1,3.251
13,2,6,6,4,4,4,2,520,1,2.037
13,2,6,7,4,0,0,1,993,1,-1
13,2,6,8,2,2,2,2,33,1,1.193
13,2,6,9,6,2,0,5,230,1,1.336
13,2,6,10,6,0,0,6,1009,1,-1
13,2,6,11,8,2,0,4,1093,1,4.124
13,2,6,12,6,4,4,5,568,1,3.203
13,2,6,13,2,2,0,1,998,1,0.866
13,2,6,14,6,4,0,1,150,1,0.966
13,2,6,15,8,4,4,6,944,1,3.255
13,2,6,16,8,1,1,6,380,1,2.303
13,2,6,17,6,1,1,2,932,1,1.847
13,2,6,18,6,6,0,1,636,2,6.073
13,2,6,19,4,2,0,4,97,1,1.706
13,2,6,20,6,2,2,4,878,1,5.569
13,2,6,21,8,6,0,3,217,1,6.645
13,2,6,22,8,4,0,2,725,1,3.926
13,2,6,23,8,8,0,1,984,1,5.2
13,2,6,24,2,1,1,2,802,1,1.386
13,2,6,25,4,2,2,3,982,1,1.328
13,2,6,26,8,2,2,4,967,2,3.189
13,2,6,27,8,6,4,8,45,1,2.532
13,2,6,28,6,6,4,3,865,2,9.474
13,2,7,1,6,0,0,4,924,2,-1
13,2,7,2,6,4,0,6,356,1,2.515
13,2,7,3,8,2,0,5,831,1,5.337
13,2,7,4,4,1,1,1,942,1,1.621
13,2,7,5,8,1,1,3,77,1,3.115
13,2,7,6,4,0,0,3,1047,1,-1
13,2,7,7,6,2,0,2,161,2,4.656
13,2,7,8,4,4,4,3,949,1,1.405
13,2,7,9,6,6,0,1,556,2,2.364
13,2,7,10,2,0,0,2,347,1,-1
13,2,7,11,6,6,4,2,1038,1,2.731
13,2,7,12,4,4,0,2,216,1,1.528
13,2,7,13,8,4,4,7,576,1,2.612
13,2,7,14,2,1,1,1,396,1,0.827
13,2,7,15,8,2,2,5,535,2,3.006
13,2,7,16,6,1,1,5,484,1,3.11
13,2,7,17,8,8,0,6,1170,1,1.85
13,2,7,18,2,2,0,1,431,1,1.323
13,2,7,19,8,6,0,5,451,2,1.67
13,2,7,20,4,2,0,2,930,1,0.921
13,2,7,21,8,8,4,6,760,1,2.268
13,2,7,22,8,4,0,7,395,1,3.124
13,2,7,23,2,2,2,1,54,1,1.546
13,2,7,24,6,2,2,3,743,2,3.081
13,2,7,25,8,0,0,8,1112,1,-1
13,2,7,26,6,4,4,1,965,1,3.308
13,2,7,27,8,6,4,3,979,2,3.514
13,2,7,28,4,2,2,2,675,1,1.468
13,2,8,1,8,1,1,4,64,3,2.787
13,2,8,2,6,2,2,1,687,1,2.652
13,2,8,3,8,8,4,1,1173,1,2.794
13,2,8,4,2,1,1,2,645,1,1.204
13,2,8,5,2,2,2,2,459,1,0.97
13,2,8,6,6,6,4,6,114,1,1.744
13,2,8,7,6,4,4,2,169,2,4.531
13,2,8,8,6,0,0,2,588,1,-1
13,2,8,9,4,2,2,1,367,1,1.274
13,2,8,10,8,8,0,7,826,1,1.766
13,2,8,11,8,0,0,3,957,2,-1
13,2,8,12,8,2,0,2,563,2,2.581
13,2,8,13,6,4,0,5,822,1,1.835
13,2,8,14,4,4,4,1,18,1,1.762
